region_name,longitude,latitude,time_period,mmm,prob_dhw_4,prob_dhw_8,no_dhw_days_4,no_dhw_days_8,seas_sst_var,int_sst_var,trend_ann_sst,p_value
Polynesia,-174.69,-20.01,1985-2019,27.8366455679039,0.2,0,472,0,1.363,0.315,0.022,0.001
Polynesia,-174.68,-20.01,1985-2019,27.8374698236626,0.2,0,467,0,1.364,0.316,0.022,0.001
Polynesia,-174.67,-20.01,1985-2019,27.8340337611229,0.2,0,470,0,1.365,0.316,0.022,0.001
Polynesia,-174.64,-20.01,1985-2019,27.8133652387987,0.2,0,447,0,1.361,0.317,0.022,0.001
Polynesia,-174.63,-20.01,1985-2019,27.8050371366378,0.2,0,446,0,1.359,0.318,0.022,0.001
Polynesia,-174.61,-20.01,1985-2019,27.7863676789249,0.2,0,440,0,1.356,0.318,0.022,0.001
Polynesia,-174.6,-20.01,1985-2019,27.7784156963747,0.2,0,425,0,1.355,0.319,0.022,0.001
Polynesia,-174.59,-20.01,1985-2019,27.7724065851829,0.2,0,445,0,1.355,0.319,0.022,0.001
Polynesia,-174.58,-20.01,1985-2019,27.7685180280106,0.17,0,434,0,1.355,0.319,0.022,0.001
Polynesia,-174.57,-20.01,1985-2019,27.7698177206718,0.2,0,442,0,1.355,0.319,0.022,0.001
Polynesia,-174.56,-20.01,1985-2019,27.7742153537263,0.2,0,445,0,1.356,0.32,0.022,0.001
Polynesia,-174.55,-20.01,1985-2019,27.7786303278518,0.17,0,438,0,1.356,0.32,0.022,0.001
Polynesia,-174.48,-20.01,1985-2019,27.7713872852338,0.17,0,433,0,1.347,0.323,0.021,0.001
Polynesia,-174.47,-20.01,1985-2019,27.765467156135,0.17,0,402,0,1.343,0.324,0.021,0.001
Polynesia,-174.46,-20.01,1985-2019,27.7625188050511,0.17,0,403,0,1.34,0.324,0.021,0.001
Polynesia,-174.45,-20.01,1985-2019,27.7625132816499,0.17,0,409,0,1.337,0.325,0.021,0.001
Polynesia,-158.14,-20.01,1985-2019,27.9896295481478,0.11,0.03,255,38,1.086,0.283,0.012,0.024
Polynesia,-158.13,-20.01,1985-2019,27.9868706266698,0.11,0.03,250,38,1.086,0.283,0.012,0.025
Polynesia,-158.09,-20.01,1985-2019,27.9876800868796,0.11,0.03,253,34,1.087,0.283,0.012,0.025
Polynesia,-158.08,-20.01,1985-2019,27.9907149253438,0.11,0.03,265,28,1.087,0.283,0.012,0.025
Polynesia,-174.82,-20,1985-2019,27.8856680129435,0.23,0,485,0,1.342,0.31,0.022,0.001
Polynesia,-174.81,-20,1985-2019,27.8783253092567,0.23,0,481,0,1.342,0.31,0.022,0.001
Polynesia,-174.79,-20,1985-2019,27.8604330173642,0.23,0,465,0,1.345,0.311,0.022,0.001
Polynesia,-174.78,-20,1985-2019,27.8518754369477,0.23,0,496,0,1.346,0.311,0.022,0
Polynesia,-174.77,-20,1985-2019,27.8447637182217,0.23,0,496,0,1.348,0.312,0.022,0
Polynesia,-174.76,-20,1985-2019,27.8391989401629,0.23,0,494,0,1.349,0.312,0.022,0.001
Polynesia,-174.75,-20,1985-2019,27.8358751620994,0.23,0,499,0,1.35,0.313,0.022,0.001
Polynesia,-174.74,-20,1985-2019,27.8329544210603,0.23,0,502,0,1.352,0.313,0.022,0.001
Polynesia,-174.51,-20,1985-2019,27.7881457487279,0.17,0,416,0,1.353,0.321,0.021,0.001
Polynesia,-174.49,-20,1985-2019,27.7768829351018,0.17,0,414,0,1.348,0.322,0.021,0.001
Polynesia,-174.48,-20,1985-2019,27.7680487924157,0.17,0,414,0,1.345,0.323,0.021,0.001
Polynesia,-174.47,-20,1985-2019,27.7622501654178,0.17,0,384,0,1.342,0.324,0.021,0.001
Polynesia,-158.14,-20,1985-2019,27.993388360042,0.11,0.03,242,35,1.086,0.283,0.012,0.024
Polynesia,-158.08,-20,1985-2019,27.9956504331153,0.11,0.03,248,28,1.087,0.283,0.012,0.025
Polynesia,-174.79,-19.99,1985-2019,27.8736340642958,0.23,0,459,0,1.344,0.31,0.022,0
Polynesia,-174.78,-19.99,1985-2019,27.865966949686,0.23,0,454,0,1.346,0.311,0.022,0
Polynesia,-174.76,-19.99,1985-2019,27.8533300828578,0.23,0,481,0,1.348,0.312,0.022,0
Polynesia,-174.75,-19.99,1985-2019,27.8474055709081,0.23,0,490,0,1.349,0.312,0.022,0
Polynesia,-174.66,-19.99,1985-2019,27.8326541394812,0.2,0,451,0,1.354,0.315,0.022,0.001
Polynesia,-174.65,-19.99,1985-2019,27.8272353263815,0.2,0,469,0,1.353,0.315,0.022,0.001
Polynesia,-174.6,-19.99,1985-2019,27.7911584199674,0.2,0,413,0,1.349,0.317,0.022,0.001
Polynesia,-174.56,-19.99,1985-2019,27.791554646475,0.17,0,429,0,1.353,0.318,0.022,0.001
Polynesia,-174.53,-19.99,1985-2019,27.7956042424446,0.17,0,436,0,1.352,0.319,0.022,0.001
Polynesia,-174.52,-19.99,1985-2019,27.7942778540279,0.17,0,435,0,1.351,0.32,0.021,0.001
Polynesia,-174.51,-19.99,1985-2019,27.7905541920156,0.17,0,415,0,1.35,0.32,0.021,0.001
Polynesia,-174.5,-19.99,1985-2019,27.7851277913431,0.17,0,412,0,1.349,0.321,0.021,0.001
Polynesia,-174.49,-19.99,1985-2019,27.7765298004836,0.17,0,412,0,1.346,0.322,0.021,0.001
Polynesia,-174.48,-19.99,1985-2019,27.7678698682949,0.17,0,388,0,1.343,0.323,0.021,0.001
Polynesia,-158.14,-19.99,1985-2019,27.9972358284346,0.11,0.03,245,39,1.085,0.283,0.012,0.024
Polynesia,-158.09,-19.99,1985-2019,27.9985423032399,0.11,0.03,248,29,1.086,0.284,0.012,0.025
Polynesia,-158.08,-19.99,1985-2019,28.0005138954261,0.11,0.03,251,28,1.086,0.284,0.012,0.025
Polynesia,-174.74,-19.98,1985-2019,27.8499840929023,0.23,0,487,0,1.35,0.311,0.022,0
Polynesia,-174.73,-19.98,1985-2019,27.8439478190751,0.23,0,500,0,1.35,0.312,0.022,0
Polynesia,-174.66,-19.98,1985-2019,27.8385486811896,0.2,0,445,0,1.351,0.314,0.022,0.001
Polynesia,-174.65,-19.98,1985-2019,27.8340222751753,0.2,0,446,0,1.35,0.314,0.022,0.001
Polynesia,-174.6,-19.98,1985-2019,27.7984506088707,0.17,0,390,0,1.346,0.316,0.022,0.001
Polynesia,-174.53,-19.98,1985-2019,27.8012229539266,0.17,0,431,0,1.35,0.318,0.021,0.001
Polynesia,-174.52,-19.98,1985-2019,27.7987607852649,0.17,0,416,0,1.348,0.319,0.021,0.001
Polynesia,-174.51,-19.98,1985-2019,27.7954069839367,0.17,0,414,0,1.348,0.32,0.021,0.001
Polynesia,-174.5,-19.98,1985-2019,27.7900528868517,0.17,0,389,0,1.346,0.321,0.021,0.001
Polynesia,-174.49,-19.98,1985-2019,27.7815014890869,0.17,0,390,0,1.345,0.322,0.021,0.001
Polynesia,-158.14,-19.98,1985-2019,27.9988891550974,0.11,0.03,256,40,1.083,0.283,0.013,0.024
Polynesia,-158.1,-19.98,1985-2019,28.0025151076584,0.11,0.03,264,35,1.085,0.284,0.013,0.025
Polynesia,-158.09,-19.98,1985-2019,28.0032646672272,0.11,0.03,252,29,1.085,0.284,0.013,0.025
Polynesia,-174.8,-19.97,1985-2019,27.9052418551137,0.2,0,421,0,1.342,0.309,0.022,0
Polynesia,-174.79,-19.97,1985-2019,27.8992617598158,0.2,0,404,0,1.344,0.309,0.022,0
Polynesia,-174.78,-19.97,1985-2019,27.8944141717396,0.17,0,355,0,1.346,0.31,0.022,0
Polynesia,-174.75,-19.97,1985-2019,27.8696214135661,0.2,0,432,0,1.348,0.31,0.022,0
Polynesia,-174.74,-19.97,1985-2019,27.8598885236234,0.2,0,434,0,1.349,0.311,0.022,0
Polynesia,-174.73,-19.97,1985-2019,27.852965963569,0.2,0,441,0,1.349,0.311,0.022,0
Polynesia,-174.72,-19.97,1985-2019,27.8498073069701,0.2,0,450,0,1.349,0.311,0.022,0
Polynesia,-174.7,-19.97,1985-2019,27.8507134501251,0.2,0,451,0,1.349,0.311,0.022,0.001
Polynesia,-174.69,-19.97,1985-2019,27.8516003155929,0.2,0,450,0,1.349,0.311,0.022,0.001
Polynesia,-174.5,-19.97,1985-2019,27.7985131247476,0.17,0,384,0,1.344,0.32,0.021,0.001
Polynesia,-174.49,-19.97,1985-2019,27.7910569641702,0.17,0,384,0,1.343,0.321,0.021,0.001
Polynesia,-174.48,-19.97,1985-2019,27.7825391462957,0.17,0,381,0,1.342,0.322,0.021,0.001
Polynesia,-174.47,-19.97,1985-2019,27.7752568025912,0.17,0,367,0,1.34,0.323,0.021,0.001
Polynesia,-174.46,-19.97,1985-2019,27.7685095624105,0.17,0,347,0,1.339,0.323,0.021,0.001
Polynesia,-158.14,-19.97,1985-2019,28.0011177210366,0.11,0.03,261,43,1.082,0.283,0.013,0.023
Polynesia,-158.13,-19.97,1985-2019,28.0015744437293,0.11,0.03,262,40,1.083,0.284,0.013,0.024
Polynesia,-158.12,-19.97,1985-2019,28.003110236477,0.11,0.03,271,40,1.083,0.284,0.013,0.024
Polynesia,-158.11,-19.97,1985-2019,28.0047638787074,0.11,0.03,274,37,1.084,0.284,0.013,0.024
Polynesia,-158.1,-19.97,1985-2019,28.0076511488656,0.11,0.03,269,37,1.084,0.284,0.013,0.024
Polynesia,-174.83,-19.96,1985-2019,27.9330069387161,0.2,0,424,0,1.337,0.308,0.023,0
Polynesia,-174.82,-19.96,1985-2019,27.9255461617874,0.2,0,422,0,1.338,0.308,0.023,0
Polynesia,-174.81,-19.96,1985-2019,27.9199088121714,0.2,0,423,0,1.339,0.309,0.023,0
Polynesia,-174.8,-19.96,1985-2019,27.9150328731441,0.2,0,420,0,1.341,0.309,0.023,0
Polynesia,-174.79,-19.96,1985-2019,27.9110025000748,0.2,0,422,0,1.344,0.309,0.022,0
Polynesia,-174.78,-19.96,1985-2019,27.9066929946707,0.2,0,403,0,1.346,0.309,0.022,0
Polynesia,-174.77,-19.96,1985-2019,27.9008724979534,0.17,0,349,0,1.347,0.309,0.022,0
Polynesia,-174.76,-19.96,1985-2019,27.8926386556448,0.2,0,430,0,1.347,0.31,0.022,0
Polynesia,-174.75,-19.96,1985-2019,27.8828550482477,0.2,0,432,0,1.347,0.31,0.022,0
Polynesia,-174.74,-19.96,1985-2019,27.8709399942229,0.2,0,436,0,1.347,0.31,0.022,0
Polynesia,-174.73,-19.96,1985-2019,27.8635524359276,0.2,0,439,0,1.347,0.31,0.022,0
Polynesia,-174.72,-19.96,1985-2019,27.8593430992087,0.2,0,447,0,1.347,0.31,0.022,0
Polynesia,-174.71,-19.96,1985-2019,27.8584039051557,0.2,0,444,0,1.346,0.31,0.022,0
Polynesia,-174.7,-19.96,1985-2019,27.8593410520246,0.2,0,449,0,1.347,0.31,0.022,0.001
Polynesia,-174.69,-19.96,1985-2019,27.8602966492267,0.2,0,448,0,1.347,0.31,0.022,0.001
Polynesia,-174.68,-19.96,1985-2019,27.859804377118,0.2,0,444,0,1.346,0.311,0.022,0.001
Polynesia,-174.5,-19.96,1985-2019,27.8127885150504,0.17,0,374,0,1.343,0.319,0.021,0.001
Polynesia,-174.49,-19.96,1985-2019,27.8063676523726,0.17,0,375,0,1.342,0.32,0.021,0.001
Polynesia,-174.48,-19.96,1985-2019,27.7983842633485,0.17,0,373,0,1.341,0.321,0.021,0.001
Polynesia,-174.47,-19.96,1985-2019,27.7890524815672,0.14,0,359,0,1.341,0.322,0.021,0.001
Polynesia,-174.46,-19.96,1985-2019,27.7815343561852,0.14,0,345,0,1.339,0.323,0.021,0.001
Polynesia,-174.45,-19.96,1985-2019,27.7747747259309,0.14,0,328,0,1.338,0.323,0.021,0.001
Polynesia,-174.44,-19.96,1985-2019,27.771046270485,0.14,0,328,0,1.336,0.324,0.021,0.001
Polynesia,-158.13,-19.96,1985-2019,28.004085572005,0.11,0.03,272,43,1.082,0.284,0.013,0.023
Polynesia,-158.12,-19.96,1985-2019,28.006625844312,0.11,0.03,273,40,1.082,0.284,0.013,0.024
Polynesia,-174.83,-19.95,1985-2019,27.942726091688,0.2,0,406,0,1.336,0.308,0.023,0
Polynesia,-174.82,-19.95,1985-2019,27.9354178655311,0.2,0,420,0,1.337,0.308,0.023,0
Polynesia,-174.81,-19.95,1985-2019,27.9285917340153,0.2,0,421,0,1.338,0.308,0.023,0
Polynesia,-174.8,-19.95,1985-2019,27.9235392608043,0.2,0,420,0,1.34,0.308,0.023,0
Polynesia,-174.79,-19.95,1985-2019,27.9201652085931,0.2,0,422,0,1.343,0.308,0.023,0
Polynesia,-174.78,-19.95,1985-2019,27.9168241150621,0.2,0,424,0,1.345,0.309,0.022,0
Polynesia,-174.77,-19.95,1985-2019,27.9120674306072,0.17,0,354,0,1.346,0.309,0.022,0
Polynesia,-174.76,-19.95,1985-2019,27.9037811715537,0.17,0,383,0,1.346,0.309,0.022,0
Polynesia,-174.74,-19.95,1985-2019,27.8835316376397,0.2,0,430,0,1.345,0.309,0.022,0
Polynesia,-174.72,-19.95,1985-2019,27.8718841941209,0.2,0,437,0,1.344,0.309,0.022,0
Polynesia,-174.71,-19.95,1985-2019,27.8699593902119,0.2,0,443,0,1.344,0.309,0.022,0
Polynesia,-174.7,-19.95,1985-2019,27.8699379945808,0.2,0,440,0,1.344,0.309,0.022,0.001
Polynesia,-174.69,-19.95,1985-2019,27.8692414313535,0.2,0,439,0,1.344,0.309,0.022,0.001
Polynesia,-174.68,-19.95,1985-2019,27.8687783866378,0.2,0,439,0,1.343,0.31,0.022,0.001
Polynesia,-174.49,-19.95,1985-2019,27.8231666671386,0.17,0,372,0,1.341,0.32,0.021,0.001
Polynesia,-174.48,-19.95,1985-2019,27.8162621859347,0.14,0,356,0,1.341,0.321,0.021,0.001
Polynesia,-174.46,-19.95,1985-2019,27.7984392811476,0.14,0,344,0,1.34,0.322,0.021,0.001
Polynesia,-174.45,-19.95,1985-2019,27.7908913692624,0.14,0,325,0,1.339,0.323,0.021,0.001
Polynesia,-174.44,-19.95,1985-2019,27.7842049838644,0.14,0,326,0,1.337,0.324,0.021,0.001
Polynesia,-174.82,-19.94,1985-2019,27.9437314999754,0.2,0,419,0,1.335,0.308,0.023,0
Polynesia,-174.81,-19.94,1985-2019,27.9375418914793,0.2,0,419,0,1.337,0.308,0.023,0
Polynesia,-174.8,-19.94,1985-2019,27.9326170366195,0.2,0,421,0,1.339,0.308,0.023,0
Polynesia,-174.79,-19.94,1985-2019,27.929850130601,0.2,0,424,0,1.341,0.308,0.023,0
Polynesia,-174.78,-19.94,1985-2019,27.9259508335367,0.2,0,427,0,1.342,0.308,0.022,0
Polynesia,-174.77,-19.94,1985-2019,27.9213205563433,0.2,0,424,0,1.343,0.308,0.022,0
Polynesia,-174.75,-19.94,1985-2019,27.9045810809629,0.2,0,432,0,1.343,0.308,0.022,0
Polynesia,-174.74,-19.94,1985-2019,27.8950012936499,0.2,0,430,0,1.342,0.308,0.022,0
Polynesia,-174.73,-19.94,1985-2019,27.8884187324547,0.2,0,433,0,1.341,0.308,0.022,0
Polynesia,-174.72,-19.94,1985-2019,27.8841674860743,0.2,0,439,0,1.341,0.308,0.022,0
Polynesia,-174.71,-19.94,1985-2019,27.8823651190061,0.2,0,438,0,1.341,0.308,0.022,0
Polynesia,-174.7,-19.94,1985-2019,27.8807482038663,0.2,0,435,0,1.341,0.308,0.022,0
Polynesia,-174.69,-19.94,1985-2019,27.881358974537,0.2,0,436,0,1.341,0.308,0.022,0.001
Polynesia,-174.52,-19.94,1985-2019,27.8459426957438,0.17,0,376,0,1.34,0.316,0.021,0.001
Polynesia,-174.51,-19.94,1985-2019,27.8446455202903,0.17,0,373,0,1.34,0.317,0.021,0.001
Polynesia,-174.47,-19.94,1985-2019,27.8271191806654,0.14,0,342,0,1.34,0.321,0.021,0.001
Polynesia,-174.45,-19.94,1985-2019,27.8110989577136,0.14,0,319,0,1.339,0.322,0.021,0.001
Polynesia,-174.44,-19.94,1985-2019,27.8023733932725,0.14,0,322,0,1.338,0.323,0.021,0.001
Polynesia,-174.43,-19.94,1985-2019,27.7967188873063,0.14,0,308,0,1.336,0.324,0.021,0.001
Polynesia,-174.42,-19.94,1985-2019,27.7920936371307,0.14,0,311,0,1.335,0.324,0.021,0.001
Polynesia,-174.41,-19.94,1985-2019,27.7896462493436,0.14,0,326,0,1.334,0.325,0.021,0.001
Polynesia,-174.82,-19.93,1985-2019,27.9540263786056,0.2,0,419,0,1.334,0.307,0.023,0
Polynesia,-174.81,-19.93,1985-2019,27.9468661631369,0.2,0,419,0,1.335,0.307,0.023,0
Polynesia,-174.8,-19.93,1985-2019,27.9427170625384,0.2,0,423,0,1.336,0.307,0.023,0
Polynesia,-174.79,-19.93,1985-2019,27.9394994912707,0.2,0,423,0,1.338,0.308,0.023,0
Polynesia,-174.78,-19.93,1985-2019,27.9352833340737,0.2,0,424,0,1.339,0.308,0.023,0
Polynesia,-174.77,-19.93,1985-2019,27.9287664248141,0.2,0,425,0,1.34,0.308,0.022,0
Polynesia,-174.76,-19.93,1985-2019,27.9208314212257,0.2,0,456,0,1.34,0.307,0.022,0
Polynesia,-174.75,-19.93,1985-2019,27.9132308778293,0.2,0,454,0,1.339,0.307,0.022,0
Polynesia,-174.73,-19.93,1985-2019,27.8996672417002,0.2,0,437,0,1.338,0.307,0.022,0
Polynesia,-174.72,-19.93,1985-2019,27.8963971409407,0.2,0,433,0,1.338,0.307,0.022,0
Polynesia,-174.71,-19.93,1985-2019,27.8939923788873,0.2,0,430,0,1.338,0.307,0.022,0
Polynesia,-174.7,-19.93,1985-2019,27.893713335154,0.2,0,431,0,1.338,0.307,0.022,0
Polynesia,-174.46,-19.93,1985-2019,27.8409147318589,0.14,0,318,0,1.34,0.321,0.021,0.001
Polynesia,-174.44,-19.93,1985-2019,27.8236005466338,0.14,0,302,0,1.34,0.323,0.021,0.001
Polynesia,-174.43,-19.93,1985-2019,27.8148072010428,0.14,0,306,0,1.338,0.323,0.021,0.001
Polynesia,-174.42,-19.93,1985-2019,27.8068261995294,0.14,0,308,0,1.337,0.324,0.021,0.001
Polynesia,-174.41,-19.93,1985-2019,27.8014096876304,0.14,0,306,0,1.335,0.324,0.021,0.001
Polynesia,-174.4,-19.93,1985-2019,27.7989505324084,0.14,0,307,0,1.334,0.325,0.021,0.001
Polynesia,-174.81,-19.92,1985-2019,27.9566214982371,0.2,0,396,0,1.333,0.307,0.023,0
Polynesia,-174.77,-19.92,1985-2019,27.9361842259291,0.2,0,425,0,1.336,0.307,0.023,0
Polynesia,-174.75,-19.92,1985-2019,27.9208833473264,0.2,0,453,0,1.336,0.307,0.022,0
Polynesia,-174.46,-19.92,1985-2019,27.8582283502332,0.14,0,303,0,1.34,0.321,0.021,0.001
Polynesia,-174.45,-19.92,1985-2019,27.8526756733533,0.14,0,301,0,1.341,0.321,0.021,0.001
Polynesia,-174.42,-19.92,1985-2019,27.8215724339567,0.14,0,301,0,1.339,0.323,0.021,0.001
Polynesia,-174.41,-19.92,1985-2019,27.8120911898971,0.14,0,304,0,1.337,0.324,0.021,0.001
Polynesia,-174.4,-19.92,1985-2019,27.8055715696132,0.14,0,306,0,1.335,0.325,0.021,0.001
Polynesia,-144.96,-19.92,1985-2019,28.3660945876053,0,0,0,0,1.106,0.181,0.004,0.361
Polynesia,-144.95,-19.92,1985-2019,28.3650210600553,0,0,0,0,1.106,0.181,0.004,0.357
Polynesia,-144.94,-19.92,1985-2019,28.366989978364,0,0,0,0,1.105,0.18,0.004,0.353
Polynesia,-174.76,-19.91,1985-2019,27.9344324852437,0.2,0,452,0,1.333,0.306,0.023,0
Polynesia,-174.75,-19.91,1985-2019,27.9284697947841,0.17,0,381,0,1.333,0.306,0.023,0
Polynesia,-174.46,-19.91,1985-2019,27.8704689990538,0.14,0,301,0,1.34,0.32,0.021,0.001
Polynesia,-174.45,-19.91,1985-2019,27.8669378822218,0.14,0,298,0,1.342,0.321,0.021,0.001
Polynesia,-174.42,-19.91,1985-2019,27.832077926165,0.14,0,301,0,1.34,0.323,0.021,0.001
Polynesia,-174.41,-19.91,1985-2019,27.8196106778823,0.14,0,302,0,1.338,0.324,0.021,0.001
Polynesia,-174.4,-19.91,1985-2019,27.8101475970654,0.14,0,306,0,1.336,0.324,0.021,0.001
Polynesia,-174.39,-19.91,1985-2019,27.8047573374473,0.14,0,306,0,1.333,0.325,0.021,0.001
Polynesia,-144.96,-19.91,1985-2019,28.3703859411163,0,0,0,0,1.11,0.181,0.004,0.36
Polynesia,-144.95,-19.91,1985-2019,28.3693121954103,0,0,0,0,1.11,0.18,0.004,0.356
Polynesia,-144.94,-19.91,1985-2019,28.3702003927089,0,0,0,0,1.109,0.18,0.004,0.352
Polynesia,-144.93,-19.91,1985-2019,28.3718978986431,0,0,0,0,1.108,0.179,0.004,0.347
Polynesia,-174.47,-19.9,1985-2019,27.8797271577486,0.14,0,311,0,1.339,0.318,0.021,0.001
Polynesia,-174.45,-19.9,1985-2019,27.874989121552,0.14,0,299,0,1.343,0.32,0.021,0.001
Polynesia,-174.44,-19.9,1985-2019,27.8677687529751,0.14,0,299,0,1.344,0.321,0.021,0.001
Polynesia,-174.41,-19.9,1985-2019,27.8240116533243,0.14,0,301,0,1.338,0.323,0.021,0.001
Polynesia,-174.4,-19.9,1985-2019,27.812595937957,0.14,0,304,0,1.336,0.324,0.021,0.001
Polynesia,-174.39,-19.9,1985-2019,27.8061206746479,0.14,0,304,0,1.333,0.325,0.021,0.001
Polynesia,-174.38,-19.9,1985-2019,27.8036190149999,0.14,0,320,0,1.331,0.326,0.021,0.001
Polynesia,-157.72,-19.9,1985-2019,28.013527140877,0.09,0.03,206,14,1.078,0.27,0.012,0.026
Polynesia,-157.71,-19.9,1985-2019,28.0090823302479,0.09,0.03,195,14,1.078,0.27,0.012,0.026
Polynesia,-157.7,-19.9,1985-2019,28.0057520954862,0.09,0.03,195,22,1.079,0.27,0.012,0.027
Polynesia,-144.97,-19.9,1985-2019,28.3828042914597,0,0,0,0,1.115,0.182,0.004,0.362
Polynesia,-144.96,-19.9,1985-2019,28.3806591976729,0,0,0,0,1.117,0.181,0.004,0.361
Polynesia,-144.95,-19.9,1985-2019,28.379606782176,0,0,0,0,1.117,0.18,0.004,0.358
Polynesia,-144.94,-19.9,1985-2019,28.3774369190653,0,0,0,0,1.115,0.18,0.004,0.354
Polynesia,-144.93,-19.9,1985-2019,28.3772951637225,0,0,0,0,1.111,0.179,0.004,0.348
Polynesia,-174.47,-19.89,1985-2019,27.8858373908787,0.14,0,310,0,1.341,0.318,0.021,0.001
Polynesia,-174.45,-19.89,1985-2019,27.8784358053618,0.14,0,294,0,1.344,0.319,0.021,0.001
Polynesia,-174.44,-19.89,1985-2019,27.8702237391859,0.14,0,300,0,1.344,0.32,0.021,0.001
Polynesia,-174.42,-19.89,1985-2019,27.8431443784638,0.14,0,300,0,1.341,0.322,0.021,0.001
Polynesia,-174.41,-19.89,1985-2019,27.8275170990229,0.14,0,302,0,1.339,0.323,0.021,0.001
Polynesia,-174.4,-19.89,1985-2019,27.8148107755195,0.14,0,302,0,1.336,0.324,0.021,0.001
Polynesia,-174.39,-19.89,1985-2019,27.8073190200784,0.14,0,302,0,1.333,0.324,0.021,0.001
Polynesia,-174.38,-19.89,1985-2019,27.8049071185173,0.14,0,318,0,1.331,0.325,0.021,0.001
Polynesia,-157.72,-19.89,1985-2019,28.0158623207435,0.09,0.03,206,14,1.077,0.27,0.012,0.026
Polynesia,-157.71,-19.89,1985-2019,28.0125503881049,0.09,0.03,195,14,1.078,0.27,0.012,0.026
Polynesia,-157.7,-19.89,1985-2019,28.0093103126958,0.09,0.03,196,24,1.079,0.27,0.012,0.027
Polynesia,-157.69,-19.89,1985-2019,28.007318654234,0.09,0.03,194,24,1.079,0.27,0.012,0.027
Polynesia,-157.68,-19.89,1985-2019,28.0072887818528,0.09,0.03,194,29,1.08,0.27,0.012,0.028
Polynesia,-144.99,-19.89,1985-2019,28.3951715243454,0,0,0,0,1.113,0.182,0.004,0.361
Polynesia,-144.98,-19.89,1985-2019,28.3960802149479,0,0,0,0,1.118,0.182,0.004,0.363
Polynesia,-144.97,-19.89,1985-2019,28.3970032270574,0,0,0,0,1.123,0.181,0.004,0.364
Polynesia,-144.96,-19.89,1985-2019,28.3969832512474,0,0,0,0,1.125,0.18,0.004,0.365
Polynesia,-144.95,-19.89,1985-2019,28.3938676372566,0,0,0,0,1.124,0.18,0.004,0.363
Polynesia,-144.94,-19.89,1985-2019,28.3876393545492,0,0,0,0,1.12,0.179,0.004,0.357
Polynesia,-144.93,-19.89,1985-2019,28.382382324914,0,0,0,0,1.115,0.179,0.004,0.35
Polynesia,-174.49,-19.88,1985-2019,27.8923324454461,0.14,0,307,0,1.337,0.316,0.022,0.001
Polynesia,-174.48,-19.88,1985-2019,27.891622015492,0.14,0,312,0,1.339,0.316,0.022,0.001
Polynesia,-174.47,-19.88,1985-2019,27.8902175785141,0.14,0,310,0,1.341,0.317,0.021,0.001
Polynesia,-174.45,-19.88,1985-2019,27.8795624062242,0.14,0,295,0,1.343,0.319,0.021,0.001
Polynesia,-174.44,-19.88,1985-2019,27.8703867920113,0.14,0,301,0,1.344,0.32,0.021,0.001
Polynesia,-174.42,-19.88,1985-2019,27.8455686198123,0.14,0,299,0,1.341,0.321,0.021,0.001
Polynesia,-174.41,-19.88,1985-2019,27.8307317005554,0.14,0,300,0,1.338,0.322,0.021,0.001
Polynesia,-174.4,-19.88,1985-2019,27.8191737862869,0.14,0,301,0,1.335,0.323,0.021,0.001
Polynesia,-174.39,-19.88,1985-2019,27.8105137131287,0.14,0,302,0,1.333,0.324,0.021,0.001
Polynesia,-157.73,-19.88,1985-2019,28.0225596769303,0.09,0.03,207,24,1.076,0.271,0.012,0.026
Polynesia,-157.72,-19.88,1985-2019,28.0192841150741,0.09,0.03,196,24,1.077,0.27,0.012,0.026
Polynesia,-157.68,-19.88,1985-2019,28.0108683959602,0.09,0.03,193,13,1.08,0.27,0.012,0.028
Polynesia,-145,-19.88,1985-2019,28.4011034887344,0,0,0,0,1.111,0.183,0.004,0.358
Polynesia,-144.99,-19.88,1985-2019,28.4040453514311,0,0,0,0,1.117,0.182,0.004,0.361
Polynesia,-144.98,-19.88,1985-2019,28.41115975333,0,0,0,0,1.125,0.181,0.004,0.366
Polynesia,-144.97,-19.88,1985-2019,28.415059988399,0,0,0,0,1.13,0.18,0.004,0.369
Polynesia,-144.96,-19.88,1985-2019,28.415195548629,0,0,0,0,1.132,0.18,0.004,0.373
Polynesia,-144.94,-19.88,1985-2019,28.3988232863376,0,0,0,0,1.125,0.179,0.004,0.363
Polynesia,-144.93,-19.88,1985-2019,28.3907574867861,0,0,0,0,1.118,0.179,0.004,0.355
Polynesia,-174.55,-19.87,1985-2019,27.9127819290982,0.14,0,313,0,1.333,0.31,0.022,0.001
Polynesia,-174.49,-19.87,1985-2019,27.8984806004549,0.14,0,307,0,1.336,0.315,0.022,0.001
Polynesia,-174.48,-19.87,1985-2019,27.8966551086965,0.14,0,308,0,1.338,0.316,0.022,0.001
Polynesia,-174.47,-19.87,1985-2019,27.8940256944415,0.14,0,311,0,1.34,0.317,0.022,0.001
Polynesia,-174.46,-19.87,1985-2019,27.8892883376479,0.14,0,311,0,1.341,0.318,0.021,0.001
Polynesia,-174.45,-19.87,1985-2019,27.8812762226907,0.14,0,307,0,1.342,0.318,0.021,0.001
Polynesia,-174.44,-19.87,1985-2019,27.8722319795466,0.14,0,301,0,1.342,0.319,0.021,0.001
Polynesia,-174.43,-19.87,1985-2019,27.8620714397883,0.14,0,300,0,1.341,0.32,0.021,0.001
