region_name,longitude,latitude,time_period,mmm,prob_dhw_4,prob_dhw_8,no_dhw_days_4,no_dhw_days_8,seas_sst_var,int_sst_var,trend_ann_sst,p_value
Polynesia,-143.12,-17.17,1985-2019,28.8011479104587,0,0,0,0,0.946,0.233,0.005,0.297
Polynesia,-143.11,-17.17,1985-2019,28.8377154975855,0,0,0,0,0.965,0.234,0.005,0.298
Polynesia,-143.1,-17.17,1985-2019,28.8702536274176,0,0,0,0,0.982,0.235,0.005,0.299
Polynesia,-143.09,-17.17,1985-2019,28.8908568123285,0,0,0,0,0.992,0.235,0.005,0.301
Polynesia,-143.08,-17.17,1985-2019,28.8953884465412,0,0,0,0,0.995,0.236,0.005,0.302
Polynesia,-143.07,-17.17,1985-2019,28.883428844448,0,0,0,0,0.991,0.237,0.005,0.301
Polynesia,-143.06,-17.17,1985-2019,28.8591776414544,0,0,0,0,0.979,0.237,0.005,0.3
Polynesia,-143.04,-17.17,1985-2019,28.7938567765763,0,0,0,0,0.938,0.239,0.006,0.289
Polynesia,-143.03,-17.17,1985-2019,28.7689273877148,0,0,0,0,0.915,0.239,0.006,0.283
Polynesia,-144.41,-17.16,1985-2019,28.8853786600924,0,0,0,0,0.927,0.226,0.006,0.222
Polynesia,-144.4,-17.16,1985-2019,28.8950561470576,0,0,0,0,0.94,0.226,0.006,0.223
Polynesia,-144.39,-17.16,1985-2019,28.9037540786209,0,0,0,0,0.953,0.226,0.006,0.224
Polynesia,-144.38,-17.16,1985-2019,28.9104568028833,0,0,0,0,0.963,0.226,0.006,0.225
Polynesia,-144.37,-17.16,1985-2019,28.9109799773814,0,0,0,0,0.97,0.225,0.006,0.227
Polynesia,-144.36,-17.16,1985-2019,28.9062300140836,0,0,0,0,0.972,0.225,0.006,0.228
Polynesia,-144.35,-17.16,1985-2019,28.8963333969702,0,0,0,0,0.969,0.225,0.006,0.228
Polynesia,-144.34,-17.16,1985-2019,28.8831919149911,0,0,0,0,0.96,0.225,0.006,0.229
Polynesia,-144.33,-17.16,1985-2019,28.8719589039524,0,0,0,0,0.948,0.226,0.006,0.231
Polynesia,-143.13,-17.16,1985-2019,28.7929140063854,0,0,0,0,0.939,0.233,0.005,0.298
Polynesia,-143.12,-17.16,1985-2019,28.8334224336238,0,0,0,0,0.961,0.234,0.005,0.299
Polynesia,-143.11,-17.16,1985-2019,28.8738224175998,0,0,0,0,0.982,0.234,0.005,0.301
Polynesia,-143.1,-17.16,1985-2019,28.9062660355192,0,0,0,0,0.998,0.235,0.005,0.303
Polynesia,-143.09,-17.16,1985-2019,28.9217566033247,0,0,0,0,1.007,0.236,0.005,0.304
Polynesia,-143.08,-17.16,1985-2019,28.9194143320515,0,0,0,0,1.007,0.236,0.005,0.304
Polynesia,-143.07,-17.16,1985-2019,28.9005768655429,0,0,0,0,0.999,0.237,0.005,0.303
Polynesia,-143.06,-17.16,1985-2019,28.8703091135583,0,0,0,0,0.984,0.238,0.005,0.299
Polynesia,-143.05,-17.16,1985-2019,28.8361389120081,0,0,0,0,0.962,0.239,0.005,0.294
Polynesia,-143.04,-17.16,1985-2019,28.8041501019599,0,0,0,0,0.937,0.239,0.006,0.288
Polynesia,-143.03,-17.16,1985-2019,28.7796058978495,0,0,0,0,0.914,0.24,0.006,0.283
Polynesia,-144.41,-17.15,1985-2019,28.9057381290137,0,0,0,0,0.942,0.226,0.006,0.224
Polynesia,-144.4,-17.15,1985-2019,28.9225466458534,0,0,0,0,0.959,0.226,0.006,0.225
Polynesia,-144.39,-17.15,1985-2019,28.9394557297324,0,0,0,0,0.974,0.226,0.006,0.226
Polynesia,-144.38,-17.15,1985-2019,28.9512839600385,0,0,0,0,0.986,0.225,0.006,0.228
Polynesia,-144.36,-17.15,1985-2019,28.9500279639918,0,0,0,0,0.996,0.225,0.006,0.23
Polynesia,-144.33,-17.15,1985-2019,28.8971403512466,0,0,0,0,0.965,0.226,0.006,0.233
Polynesia,-143.14,-17.15,1985-2019,28.7806450948585,0,0,0,0,0.931,0.233,0.005,0.302
Polynesia,-143.13,-17.15,1985-2019,28.8190551814962,0,0,0,0,0.953,0.234,0.005,0.302
Polynesia,-143.12,-17.15,1985-2019,28.8645261303583,0,0,0,0,0.976,0.234,0.005,0.304
Polynesia,-143.11,-17.15,1985-2019,28.9070394341526,0,0,0,0,0.997,0.235,0.005,0.305
Polynesia,-143.1,-17.15,1985-2019,28.9364227015476,0,0,0,0,1.013,0.236,0.005,0.307
Polynesia,-143.09,-17.15,1985-2019,28.9459470879072,0,0,0,0,1.019,0.236,0.005,0.307
Polynesia,-143.08,-17.15,1985-2019,28.9343369307043,0,0,0,0,1.016,0.237,0.005,0.306
Polynesia,-143.07,-17.15,1985-2019,28.9096740668883,0,0,0,0,1.004,0.238,0.005,0.304
Polynesia,-143.06,-17.15,1985-2019,28.8754848658351,0,0,0,0,0.984,0.238,0.005,0.298
Polynesia,-143.05,-17.15,1985-2019,28.840392060653,0,0,0,0,0.96,0.239,0.005,0.292
Polynesia,-143.04,-17.15,1985-2019,28.8108053854009,0,0,0,0,0.934,0.24,0.006,0.286
Polynesia,-144.42,-17.14,1985-2019,28.9062262674259,0,0,0,0,0.938,0.226,0.006,0.226
Polynesia,-144.41,-17.14,1985-2019,28.9293046720995,0,0,0,0,0.957,0.226,0.006,0.227
Polynesia,-144.4,-17.14,1985-2019,28.9543022722602,0,0,0,0,0.977,0.226,0.006,0.228
Polynesia,-144.39,-17.14,1985-2019,28.9762088348809,0,0,0,0,0.994,0.226,0.006,0.229
Polynesia,-144.38,-17.14,1985-2019,28.9921316590965,0,0,0,0,1.007,0.225,0.006,0.231
Polynesia,-144.37,-17.14,1985-2019,28.9988067504035,0,0,0,0,1.015,0.225,0.006,0.233
Polynesia,-144.35,-17.14,1985-2019,28.9755612315307,0,0,0,0,1.012,0.225,0.006,0.235
Polynesia,-144.33,-17.14,1985-2019,28.9243947130286,0,0,0,0,0.981,0.226,0.006,0.235
Polynesia,-144.32,-17.14,1985-2019,28.9023957760978,0,0,0,0,0.96,0.226,0.006,0.238
Polynesia,-143.14,-17.14,1985-2019,28.8035195670216,0,0,0,0,0.944,0.234,0.005,0.306
Polynesia,-143.13,-17.14,1985-2019,28.8470926028215,0,0,0,0,0.968,0.234,0.005,0.306
Polynesia,-143.12,-17.14,1985-2019,28.8957337665581,0,0,0,0,0.992,0.235,0.005,0.309
Polynesia,-143.11,-17.14,1985-2019,28.935072993853,0,0,0,0,1.012,0.235,0.005,0.31
Polynesia,-143.1,-17.14,1985-2019,28.9583823090974,0,0,0,0,1.025,0.236,0.005,0.311
Polynesia,-143.09,-17.14,1985-2019,28.961974820258,0,0,0,0,1.028,0.237,0.005,0.311
Polynesia,-143.08,-17.14,1985-2019,28.9444961123038,0,0,0,0,1.022,0.237,0.005,0.309
Polynesia,-143.07,-17.14,1985-2019,28.9126589083691,0,0,0,0,1.005,0.238,0.005,0.303
Polynesia,-143.06,-17.14,1985-2019,28.8756680069963,0,0,0,0,0.982,0.239,0.005,0.296
Polynesia,-143.05,-17.14,1985-2019,28.8421161575755,0,0,0,0,0.955,0.239,0.006,0.29
Polynesia,-144.43,-17.13,1985-2019,28.9022546106415,0,0,0,0,0.928,0.226,0.006,0.229
Polynesia,-144.42,-17.13,1985-2019,28.9245375539586,0,0,0,0,0.949,0.226,0.006,0.228
Polynesia,-144.41,-17.13,1985-2019,28.953677990267,0,0,0,0,0.971,0.226,0.006,0.229
Polynesia,-144.4,-17.13,1985-2019,28.9838529394972,0,0,0,0,0.992,0.226,0.006,0.23
Polynesia,-144.39,-17.13,1985-2019,29.010084456027,0,0,0,0,1.01,0.225,0.006,0.233
Polynesia,-144.38,-17.13,1985-2019,29.0259357316348,0,0,0,0,1.024,0.225,0.006,0.234
Polynesia,-144.37,-17.13,1985-2019,29.030286290267,0,0,0,0,1.032,0.225,0.006,0.236
Polynesia,-144.36,-17.13,1985-2019,29.0231292046339,0,0,0,0,1.034,0.225,0.006,0.236
Polynesia,-144.35,-17.13,1985-2019,29.0046849068569,0,0,0,0,1.028,0.225,0.006,0.237
Polynesia,-144.33,-17.13,1985-2019,28.9473371360242,0,0,0,0,0.996,0.226,0.006,0.237
Polynesia,-144.32,-17.13,1985-2019,28.9192689497608,0,0,0,0,0.973,0.227,0.006,0.238
Polynesia,-143.14,-17.13,1985-2019,28.831415464962,0,0,0,0,0.96,0.234,0.005,0.309
Polynesia,-143.13,-17.13,1985-2019,28.8770048770601,0,0,0,0,0.984,0.235,0.005,0.311
Polynesia,-143.12,-17.13,1985-2019,28.9235721024481,0,0,0,0,1.007,0.235,0.005,0.312
Polynesia,-143.11,-17.13,1985-2019,28.9590821768147,0,0,0,0,1.026,0.236,0.005,0.314
Polynesia,-143.1,-17.13,1985-2019,28.9753282181772,0,0,0,0,1.036,0.236,0.005,0.314
Polynesia,-143.09,-17.13,1985-2019,28.9707394565964,0,0,0,0,1.035,0.237,0.005,0.313
Polynesia,-143.08,-17.13,1985-2019,28.9484166645109,0,0,0,0,1.025,0.237,0.005,0.31
Polynesia,-143.07,-17.13,1985-2019,28.9127878280144,0,0,0,0,1.005,0.238,0.005,0.303
Polynesia,-143.06,-17.13,1985-2019,28.8753672060897,0,0,0,0,0.978,0.239,0.005,0.295
Polynesia,-143.05,-17.13,1985-2019,28.8428174955471,0,0,0,0,0.95,0.24,0.006,0.289
Polynesia,-144.43,-17.12,1985-2019,28.9153108747762,0,0,0,0,0.936,0.226,0.006,0.23
Polynesia,-144.42,-17.12,1985-2019,28.9436917589156,0,0,0,0,0.958,0.226,0.006,0.229
Polynesia,-144.41,-17.12,1985-2019,28.9780038968298,0,0,0,0,0.981,0.226,0.006,0.231
Polynesia,-144.4,-17.12,1985-2019,29.0113576670136,0,0,0,0,1.003,0.225,0.006,0.234
Polynesia,-144.39,-17.12,1985-2019,29.0353085040133,0,0,0,0,1.022,0.225,0.006,0.236
Polynesia,-144.38,-17.12,1985-2019,29.0502332415277,0,0,0,0,1.035,0.225,0.006,0.237
Polynesia,-144.37,-17.12,1985-2019,29.0522513012572,0,0,0,0,1.043,0.225,0.006,0.237
Polynesia,-144.36,-17.12,1985-2019,29.0439335404542,0,0,0,0,1.045,0.225,0.006,0.238
Polynesia,-144.34,-17.12,1985-2019,28.9986919881818,0,0,0,0,1.029,0.225,0.006,0.238
Polynesia,-144.33,-17.12,1985-2019,28.9669066769338,0,0,0,0,1.01,0.226,0.006,0.238
Polynesia,-144.32,-17.12,1985-2019,28.93417318598,0,0,0,0,0.985,0.227,0.006,0.239
Polynesia,-144.31,-17.12,1985-2019,28.9061880605929,0,0,0,0,0.96,0.228,0.006,0.24
Polynesia,-143.15,-17.12,1985-2019,28.822795258355,0,0,0,0,0.954,0.234,0.005,0.311
Polynesia,-143.14,-17.12,1985-2019,28.8635695480393,0,0,0,0,0.977,0.234,0.005,0.312
Polynesia,-143.13,-17.12,1985-2019,28.9080723356984,0,0,0,0,1.001,0.235,0.005,0.314
Polynesia,-143.12,-17.12,1985-2019,28.9508171200735,0,0,0,0,1.022,0.235,0.005,0.316
Polynesia,-143.11,-17.12,1985-2019,28.9781101665299,0,0,0,0,1.038,0.236,0.005,0.317
Polynesia,-143.1,-17.12,1985-2019,28.9874285412098,0,0,0,0,1.045,0.236,0.005,0.317
Polynesia,-143.09,-17.12,1985-2019,28.9758236947844,0,0,0,0,1.041,0.237,0.005,0.315
Polynesia,-143.08,-17.12,1985-2019,28.9485404908435,0,0,0,0,1.027,0.238,0.005,0.311
Polynesia,-143.07,-17.12,1985-2019,28.9117493740223,0,0,0,0,1.004,0.238,0.005,0.304
Polynesia,-143.06,-17.12,1985-2019,28.8722878696338,0,0,0,0,0.975,0.239,0.005,0.294
Polynesia,-144.44,-17.11,1985-2019,28.9004332345578,0,0,0,0,0.919,0.227,0.006,0.232
Polynesia,-144.43,-17.11,1985-2019,28.9271661446952,0,0,0,0,0.941,0.226,0.006,0.231
Polynesia,-144.42,-17.11,1985-2019,28.9606794917387,0,0,0,0,0.965,0.226,0.006,0.232
Polynesia,-144.41,-17.11,1985-2019,28.9969507727025,0,0,0,0,0.989,0.225,0.006,0.234
Polynesia,-144.4,-17.11,1985-2019,29.0302594447129,0,0,0,0,1.011,0.225,0.006,0.237
Polynesia,-144.39,-17.11,1985-2019,29.0532250348898,0,0,0,0,1.029,0.225,0.006,0.238
Polynesia,-144.38,-17.11,1985-2019,29.0646182371259,0,0,0,0,1.042,0.224,0.006,0.239
Polynesia,-144.37,-17.11,1985-2019,29.0655910967354,0,0,0,0,1.051,0.224,0.006,0.239
Polynesia,-144.36,-17.11,1985-2019,29.0560559963884,0,0,0,0,1.053,0.225,0.006,0.239
Polynesia,-144.35,-17.11,1985-2019,29.0373215166014,0,0,0,0,1.049,0.225,0.006,0.238
Polynesia,-144.34,-17.11,1985-2019,29.0116525405009,0,0,0,0,1.038,0.225,0.006,0.238
Polynesia,-144.32,-17.11,1985-2019,28.9447915595821,0,0,0,0,0.996,0.227,0.006,0.238
Polynesia,-144.31,-17.11,1985-2019,28.9131981091089,0,0,0,0,0.97,0.228,0.006,0.239
Polynesia,-143.16,-17.11,1985-2019,28.8197975934893,0,0,0,0,0.95,0.234,0.005,0.311
Polynesia,-143.15,-17.11,1985-2019,28.8562488022026,0,0,0,0,0.972,0.234,0.005,0.312
Polynesia,-143.14,-17.11,1985-2019,28.897740885265,0,0,0,0,0.996,0.235,0.005,0.314
Polynesia,-143.13,-17.11,1985-2019,28.9405438135521,0,0,0,0,1.018,0.235,0.005,0.317
Polynesia,-143.12,-17.11,1985-2019,28.9739356639406,0,0,0,0,1.037,0.235,0.005,0.318
Polynesia,-143.11,-17.11,1985-2019,28.9944131289396,0,0,0,0,1.049,0.236,0.005,0.319
Polynesia,-143.1,-17.11,1985-2019,28.9956716627046,0,0,0,0,1.052,0.236,0.005,0.318
Polynesia,-143.09,-17.11,1985-2019,28.9781471415683,0,0,0,0,1.045,0.237,0.005,0.316
Polynesia,-143.08,-17.11,1985-2019,28.9468261702253,0,0,0,0,1.029,0.238,0.005,0.312
Polynesia,-143.07,-17.11,1985-2019,28.9071920455595,0,0,0,0,1.003,0.239,0.005,0.304
Polynesia,-143.06,-17.11,1985-2019,28.868695511677,0,0,0,0,0.971,0.24,0.005,0.295
Polynesia,-144.44,-17.1,1985-2019,28.9062849166764,0,0,0,0,0.92,0.227,0.006,0.233
Polynesia,-144.43,-17.1,1985-2019,28.936134137954,0,0,0,0,0.943,0.227,0.006,0.233
Polynesia,-144.42,-17.1,1985-2019,28.9716642294128,0,0,0,0,0.968,0.226,0.006,0.234
Polynesia,-144.41,-17.1,1985-2019,29.0078648635027,0,0,0,0,0.993,0.225,0.006,0.236
Polynesia,-144.4,-17.1,1985-2019,29.0401107332009,0,0,0,0,1.014,0.225,0.006,0.239
Polynesia,-144.39,-17.1,1985-2019,29.0606082021983,0,0,0,0,1.031,0.224,0.006,0.24
Polynesia,-144.38,-17.1,1985-2019,29.0709099773214,0,0,0,0,1.044,0.224,0.006,0.24
Polynesia,-144.37,-17.1,1985-2019,29.0695398205105,0,0,0,0,1.053,0.224,0.006,0.24
Polynesia,-144.36,-17.1,1985-2019,29.0610625524419,0,0,0,0,1.055,0.225,0.006,0.24
Polynesia,-144.35,-17.1,1985-2019,29.0433355539718,0,0,0,0,1.052,0.225,0.006,0.239
Polynesia,-144.34,-17.1,1985-2019,29.0186642106318,0,0,0,0,1.043,0.225,0.006,0.239
Polynesia,-144.33,-17.1,1985-2019,28.9858078121405,0,0,0,0,1.027,0.226,0.006,0.238
Polynesia,-144.32,-17.1,1985-2019,28.9496084271369,0,0,0,0,1.004,0.227,0.006,0.237
Polynesia,-144.31,-17.1,1985-2019,28.9160743513419,0,0,0,0,0.977,0.228,0.006,0.237
Polynesia,-144.3,-17.1,1985-2019,28.8897300343309,0,0,0,0,0.951,0.229,0.006,0.237
Polynesia,-143.16,-17.1,1985-2019,28.8553554030528,0,0,0,0,0.97,0.235,0.005,0.313
Polynesia,-143.15,-17.1,1985-2019,28.8947830519828,0,0,0,0,0.992,0.235,0.005,0.315
Polynesia,-143.14,-17.1,1985-2019,28.9352867832424,0,0,0,0,1.015,0.235,0.005,0.318
Polynesia,-143.13,-17.1,1985-2019,28.9708115900216,0,0,0,0,1.035,0.235,0.005,0.32
Polynesia,-143.12,-17.1,1985-2019,28.9962599688552,0,0,0,0,1.05,0.235,0.005,0.322
Polynesia,-143.11,-17.1,1985-2019,29.007614181392,0,0,0,0,1.058,0.236,0.005,0.322
Polynesia,-143.1,-17.1,1985-2019,29.0018991949318,0,0,0,0,1.059,0.236,0.005,0.32
Polynesia,-143.09,-17.1,1985-2019,28.9804865744929,0,0,0,0,1.049,0.237,0.005,0.318
Polynesia,-143.08,-17.1,1985-2019,28.945154933811,0,0,0,0,1.03,0.238,0.005,0.315
Polynesia,-143.07,-17.1,1985-2019,28.9044029902785,0,0,0,0,1.002,0.239,0.005,0.307
Polynesia,-143.06,-17.1,1985-2019,28.8660934908435,0,0,0,0,0.97,0.24,0.005,0.297
Polynesia,-144.44,-17.09,1985-2019,28.9102754823914,0,0,0,0,0.919,0.227,0.006,0.234
Polynesia,-144.43,-17.09,1985-2019,28.937974362197,0,0,0,0,0.941,0.227,0.006,0.234
Polynesia,-144.42,-17.09,1985-2019,28.9714253759468,0,0,0,0,0.966,0.226,0.006,0.235
Polynesia,-144.41,-17.09,1985-2019,29.0055304829626,0,0,0,0,0.99,0.225,0.006,0.238
Polynesia,-144.4,-17.09,1985-2019,29.034144855982,0,0,0,0,1.011,0.225,0.006,0.24
Polynesia,-144.39,-17.09,1985-2019,29.0545951763026,0,0,0,0,1.028,0.224,0.006,0.241
Polynesia,-144.38,-17.09,1985-2019,29.0647319653319,0,0,0,0,1.041,0.224,0.006,0.241
Polynesia,-144.37,-17.09,1985-2019,29.0643919933507,0,0,0,0,1.05,0.224,0.006,0.24
Polynesia,-144.36,-17.09,1985-2019,29.055843473,0,0,0,0,1.053,0.225,0.006,0.24
Polynesia,-144.35,-17.09,1985-2019,29.039129555296,0,0,0,0,1.05,0.225,0.006,0.24
Polynesia,-144.33,-17.09,1985-2019,28.9847587153849,0,0,0,0,1.027,0.226,0.006,0.239
Polynesia,-144.32,-17.09,1985-2019,28.9486538509932,0,0,0,0,1.006,0.227,0.006,0.238
Polynesia,-144.31,-17.09,1985-2019,28.9152424822087,0,0,0,0,0.98,0.228,0.006,0.237
Polynesia,-144.3,-17.09,1985-2019,28.8878451122773,0,0,0,0,0.953,0.229,0.006,0.236
Polynesia,-143.17,-17.09,1985-2019,28.8665752126146,0,0,0,0,0.973,0.235,0.005,0.313
Polynesia,-143.16,-17.09,1985-2019,28.8989934924422,0,0,0,0,0.992,0.235,0.005,0.315
Polynesia,-143.15,-17.09,1985-2019,28.9365302462957,0,0,0,0,1.013,0.235,0.005,0.318
Polynesia,-143.14,-17.09,1985-2019,28.9719694614263,0,0,0,0,1.033,0.235,0.005,0.32
Polynesia,-143.13,-17.09,1985-2019,28.998209973271,0,0,0,0,1.05,0.235,0.005,0.323
Polynesia,-143.12,-17.09,1985-2019,29.0145542983968,0,0,0,0,1.061,0.235,0.005,0.325
Polynesia,-143.11,-17.09,1985-2019,29.0178062783225,0,0,0,0,1.066,0.235,0.005,0.324
Polynesia,-143.1,-17.09,1985-2019,29.0070452979793,0,0,0,0,1.064,0.236,0.005,0.324
Polynesia,-143.09,-17.09,1985-2019,28.9816708760281,0,0,0,0,1.052,0.237,0.005,0.322
Polynesia,-143.07,-17.09,1985-2019,28.9014807686892,0,0,0,0,1.002,0.239,0.005,0.31
Polynesia,-143.06,-17.09,1985-2019,28.8642692961306,0,0,0,0,0.968,0.24,0.005,0.301
Polynesia,-144.44,-17.08,1985-2019,28.9090138960724,0,0,0,0,0.914,0.228,0.006,0.237
Polynesia,-144.43,-17.08,1985-2019,28.9315351846452,0,0,0,0,0.934,0.227,0.006,0.235
Polynesia,-144.42,-17.08,1985-2019,28.9599051774626,0,0,0,0,0.957,0.227,0.006,0.236
Polynesia,-144.41,-17.08,1985-2019,28.9884232516853,0,0,0,0,0.98,0.226,0.006,0.237
Polynesia,-144.39,-17.08,1985-2019,29.0363647720086,0,0,0,0,1.018,0.225,0.006,0.239
Polynesia,-144.38,-17.08,1985-2019,29.0462173213112,0,0,0,0,1.032,0.225,0.006,0.24
Polynesia,-144.37,-17.08,1985-2019,29.0480281409159,0,0,0,0,1.04,0.225,0.006,0.241
Polynesia,-144.36,-17.08,1985-2019,29.0405829656426,0,0,0,0,1.044,0.225,0.006,0.241
Polynesia,-144.35,-17.08,1985-2019,29.0249196824691,0,0,0,0,1.042,0.225,0.006,0.241
Polynesia,-144.34,-17.08,1985-2019,29.0032974059767,0,0,0,0,1.034,0.226,0.006,0.24
Polynesia,-144.33,-17.08,1985-2019,28.9747419916274,0,0,0,0,1.021,0.226,0.006,0.24
Polynesia,-144.32,-17.08,1985-2019,28.9407634524322,0,0,0,0,1,0.228,0.006,0.239
Polynesia,-144.31,-17.08,1985-2019,28.9083289831383,0,0,0,0,0.975,0.229,0.006,0.238
Polynesia,-144.3,-17.08,1985-2019,28.8819906397179,0,0,0,0,0.95,0.23,0.006,0.237
Polynesia,-143.22,-17.08,1985-2019,28.8302622985328,0,0,0,0,0.94,0.235,0.005,0.296
Polynesia,-143.21,-17.08,1985-2019,28.8456887516173,0,0,0,0,0.95,0.235,0.005,0.301
Polynesia,-143.2,-17.08,1985-2019,28.859798817787,0,0,0,0,0.96,0.235,0.005,0.304
Polynesia,-143.19,-17.08,1985-2019,28.8749577821689,0,0,0,0,0.971,0.235,0.005,0.308
Polynesia,-143.18,-17.08,1985-2019,28.8943430344236,0,0,0,0,0.983,0.235,0.005,0.312
Polynesia,-143.17,-17.08,1985-2019,28.9193392828602,0,0,0,0,0.999,0.235,0.005,0.316
Polynesia,-143.16,-17.08,1985-2019,28.9478343727828,0,0,0,0,1.016,0.235,0.005,0.319
Polynesia,-143.15,-17.08,1985-2019,28.9783497700991,0,0,0,0,1.034,0.235,0.005,0.321
Polynesia,-143.14,-17.08,1985-2019,29.0035202744602,0,0,0,0,1.05,0.235,0.005,0.323
Polynesia,-143.13,-17.08,1985-2019,29.0207050517295,0,0,0,0,1.062,0.235,0.005,0.325
Polynesia,-143.12,-17.08,1985-2019,29.0278349670472,0,0,0,0,1.07,0.235,0.005,0.325
Polynesia,-143.11,-17.08,1985-2019,29.0249081103572,0,0,0,0,1.072,0.235,0.005,0.326
Polynesia,-143.1,-17.08,1985-2019,29.0113124921094,0,0,0,0,1.068,0.236,0.005,0.327
Polynesia,-143.09,-17.08,1985-2019,28.9816831451887,0,0,0,0,1.055,0.237,0.005,0.325
Polynesia,-143.07,-17.08,1985-2019,28.9016606082941,0,0,0,0,1.002,0.239,0.005,0.315
Polynesia,-143.06,-17.08,1985-2019,28.863907983735,0,0,0,0,0.968,0.241,0.005,0.306
Polynesia,-144.43,-17.07,1985-2019,28.921789262167,0,0,0,0,0.924,0.228,0.006,0.236
Polynesia,-144.42,-17.07,1985-2019,28.9413523419002,0,0,0,0,0.944,0.227,0.006,0.235
Polynesia,-144.41,-17.07,1985-2019,28.9648121403394,0,0,0,0,0.964,0.227,0.006,0.236
Polynesia,-144.4,-17.07,1985-2019,28.988232419874,0,0,0,0,0.983,0.226,0.006,0.237
Polynesia,-144.39,-17.07,1985-2019,29.0063345846443,0,0,0,0,1.001,0.226,0.006,0.237
Polynesia,-144.38,-17.07,1985-2019,29.0172485264218,0,0,0,0,1.014,0.225,0.006,0.238
Polynesia,-144.37,-17.07,1985-2019,29.0199119825353,0,0,0,0,1.024,0.225,0.006,0.238
Polynesia,-144.36,-17.07,1985-2019,29.0135028247745,0,0,0,0,1.027,0.225,0.006,0.239
Polynesia,-144.35,-17.07,1985-2019,29.0000236166181,0,0,0,0,1.026,0.226,0.006,0.24
Polynesia,-144.33,-17.07,1985-2019,28.956114471968,0,0,0,0,1.006,0.227,0.006,0.24
Polynesia,-144.32,-17.07,1985-2019,28.9263463511751,0,0,0,0,0.987,0.228,0.006,0.239
Polynesia,-144.31,-17.07,1985-2019,28.8980172524092,0,0,0,0,0.965,0.229,0.006,0.239
Polynesia,-144.3,-17.07,1985-2019,28.8757029316428,0,0,0,0,0.941,0.23,0.006,0.237
Polynesia,-143.24,-17.07,1985-2019,28.8364311426718,0,0,0,0,0.938,0.235,0.005,0.286
Polynesia,-143.23,-17.07,1985-2019,28.8541470331868,0,0,0,0,0.952,0.235,0.005,0.291
Polynesia,-143.22,-17.07,1985-2019,28.8741953501219,0,0,0,0,0.965,0.235,0.005,0.295
Polynesia,-143.21,-17.07,1985-2019,28.8945147577158,0,0,0,0,0.977,0.235,0.005,0.3
Polynesia,-143.2,-17.07,1985-2019,28.91264652859,0,0,0,0,0.989,0.235,0.005,0.304
Polynesia,-143.19,-17.07,1985-2019,28.9298879658386,0,0,0,0,1,0.235,0.005,0.308
Polynesia,-143.18,-17.07,1985-2019,28.9494426170578,0,0,0,0,1.011,0.235,0.005,0.313
Polynesia,-143.17,-17.07,1985-2019,28.9708002714913,0,0,0,0,1.024,0.235,0.005,0.316
Polynesia,-143.16,-17.07,1985-2019,28.9934175511609,0,0,0,0,1.038,0.236,0.005,0.319
Polynesia,-143.15,-17.07,1985-2019,29.0138257959373,0,0,0,0,1.052,0.236,0.005,0.322
Polynesia,-143.14,-17.07,1985-2019,29.0290180808518,0,0,0,0,1.064,0.236,0.005,0.324
Polynesia,-143.13,-17.07,1985-2019,29.0359581171187,0,0,0,0,1.072,0.236,0.005,0.324
Polynesia,-143.12,-17.07,1985-2019,29.0361634832601,0,0,0,0,1.077,0.236,0.005,0.325
Polynesia,-143.11,-17.07,1985-2019,29.0282178983403,0,0,0,0,1.077,0.236,0.005,0.326
Polynesia,-143.1,-17.07,1985-2019,29.0116068182849,0,0,0,0,1.071,0.236,0.005,0.328
Polynesia,-143.09,-17.07,1985-2019,28.9809402821204,0,0,0,0,1.056,0.237,0.005,0.327
Polynesia,-143.08,-17.07,1985-2019,28.9426244089624,0,0,0,0,1.033,0.238,0.005,0.324
Polynesia,-143.07,-17.07,1985-2019,28.9016468397859,0,0,0,0,1.003,0.24,0.005,0.319
Polynesia,-143.06,-17.07,1985-2019,28.8649789533865,0,0,0,0,0.968,0.241,0.005,0.311
Polynesia,-149.55,-17.06,1985-2019,28.9842346529945,0,0,0,0,0.879,0.199,0.008,0.081
Polynesia,-149.54,-17.06,1985-2019,28.9895211517595,0,0,0,0,0.879,0.199,0.008,0.081
Polynesia,-144.42,-17.06,1985-2019,28.9234778801896,0,0,0,0,0.927,0.228,0.006,0.236
Polynesia,-144.41,-17.06,1985-2019,28.9397159944092,0,0,0,0,0.944,0.228,0.006,0.235
Polynesia,-144.4,-17.06,1985-2019,28.9557667529266,0,0,0,0,0.961,0.227,0.006,0.234
Polynesia,-144.39,-17.06,1985-2019,28.9697257890505,0,0,0,0,0.977,0.227,0.006,0.234
Polynesia,-144.38,-17.06,1985-2019,28.9794026130957,0,0,0,0,0.99,0.227,0.006,0.234
Polynesia,-144.37,-17.06,1985-2019,28.981993246693,0,0,0,0,0.999,0.226,0.006,0.235
Polynesia,-144.36,-17.06,1985-2019,28.9788100107783,0,0,0,0,1.004,0.226,0.006,0.236
Polynesia,-144.35,-17.06,1985-2019,28.9674804035719,0,0,0,0,1.003,0.226,0.006,0.237
Polynesia,-144.34,-17.06,1985-2019,28.9513386448629,0,0,0,0,0.997,0.227,0.006,0.238
Polynesia,-144.33,-17.06,1985-2019,28.9299423693081,0,0,0,0,0.985,0.228,0.006,0.238
Polynesia,-144.32,-17.06,1985-2019,28.9060825962834,0,0,0,0,0.967,0.229,0.006,0.238
