"site","quadrat","ID","spec_1","ID_1","area_1","spec_2","ID_2","area_2","state","rel_change","comparison","dia"
"E2B","1","0","Acropora","0",215.78,"Acropora","24",399.28,"survived",0.850403188432663,"2016_2018",16.5752716105334
"E2B","1","1","Pocillopora","1",205.45,"Pocillopora","8",364.5,"survived",0.774154295449014,"2016_2018",16.1736534050238
"E2B","1","2","Pocillopora","2",88.14,"Pocillopora","4",164.76,"survived",0.86929884275017,"2016_2018",10.5935515042387
"E2B","1","3","Pocillopora","3",50.12,NA,NA,0,"died",NA,"2016_2018",7.98841448487285
"E2B","1","4","Pocillopora","4",51.69,"Pocillopora","1",119.9,"survived",1.31959760108338,"2016_2018",8.11256753853923
"E2B","1","5","Acropora","5",44.19,"Acropora","0",195.82,"survived",3.43131930300973,"2016_2018",7.50096363688339
"E2B","1","6","Pocillopora","6",73.18,"Pocillopora","3",155.09,"survived",1.11929488931402,"2016_2018",9.65275452312547
"E2B","1","7","Pocillopora","7",61.17,"Pocillopora","13",119.89,"survived",0.959947686774563,"2016_2018",8.82519478263511
"E2B","1","8","Pocillopora","8",25.64,"Pocillopora","26",47.68,"survived",0.859594383775351,"2016_2018",5.71365574103039
"E2B","1","9","Pocillopora","9",82.72,"Pocillopora","15",90.68,"survived",0.0962282398452612,"2016_2018",10.2626690066713
"E2B","1","10","Pocillopora","10",49.85,"Pocillopora","16",114.72,"survived",1.30130391173521,"2016_2018",7.9668683499257
"E2B","1","11","Pocillopora","11",4.41,"Pocillopora","2",20.83,"survived",3.72335600907029,"2016_2018",2.36959625090058
"E2B","1","12","Pocillopora","12",2.82,NA,NA,0,"died",NA,"2016_2018",1.89487084418785
"E2B","1","13","Acropora","13",127.56,"Acropora","5",291.73,"survived",1.28700219504547,"2016_2018",12.7441922586886
"E2B","1","14","Pocillopora","14",19.35,"Pocillopora","21",29.77,"survived",0.538501291989664,"2016_2018",4.96358592054428
"E2B","1","15","Acropora","15",41.92,"Acropora","6",125.19,"survived",1.98640267175573,"2016_2018",7.30576496441666
"E2B","1","16","Pocillopora","16",45.85,"Pocillopora","7",92.99,"survived",1.02813522355507,"2016_2018",7.64055188622571
"E2B","1","17","Pocillopora","17",87.94,NA,NA,0,"died",NA,"2016_2018",10.5815256727946
"E2B","1","18","Pocillopora","18",54.08,"Pocillopora","22",115.88,"survived",1.14275147928994,"2016_2018",8.2979994323498
"E2B","1","19","Pocillopora","19",42.54,"Pocillopora","19",29.05,"survived",-0.317113305124589,"2016_2018",7.35959307523411
"E2B","1","20","Pocillopora","20",63.68,"Pocillopora","18",22.02,"survived",-0.654208542713568,"2016_2018",9.00443747319816
"E2B","1","21","Pocillopora","21",60.81,"Pocillopora","23",65.1,"survived",0.0705476073014305,"2016_2018",8.79918727584231
"E2B","1","22","Pocillopora","22",19.99,NA,NA,0,"died",NA,"2016_2018",5.04500332004409
"E2B","1","23","Pocillopora","23",185.49,"Pocillopora","12",475.91,"survived",1.56569087282333,"2016_2018",15.3679277442642
"E2B","1","24","Pocillopora","24",41.1,"Pocillopora","11",107.24,"survived",1.60924574209246,"2016_2018",7.2339577886946
"E2B","1","25","Pocillopora","26",15.14,NA,NA,0,"died",NA,"2016_2018",4.39054059396908
"E2B","1","26","Pocillopora","27",77.98,"Pocillopora","9",157.62,"survived",1.02128750961785,"2016_2018",9.96429725060669
"E2B","1","27","Pocillopora","28",184.04,"Pocillopora","10",289.18,"survived",0.571288850249946,"2016_2018",15.3077433285595
"E2B","1","28","Pocillopora","29",124.19,"Pocillopora","31",62.81,"survived",-0.494242692648361,"2016_2018",12.5747214307379
"E2B","1","29","Acropora","30",35.45,NA,NA,0,"died",NA,"2016_2018",6.71835856894089
"E2B","1","30","Pocillopora","31",24.76,"Pocillopora","32",52.38,"survived",1.11550888529887,"2016_2018",5.61474942696846
"E2B","1","31","Pocillopora","32",35.69,"Pocillopora","29",106.14,"survived",1.97394228075091,"2016_2018",6.74106218274227
"E2B","1","32","Pocillopora","33",52.45,NA,NA,0,"died",NA,"2016_2018",8.17198960604817
"E2B","1","33","Pocillopora","34",68.14,"Pocillopora","27",98.64,"survived",0.44760786615791,"2016_2018",9.31442658343787
"E2B","1","34","Acropora","35",25.77,"Acropora","25",40.93,"survived",0.588280946837408,"2016_2018",5.72812212403202
"E2B","1","35","Pocillopora","36",7.54,NA,NA,0,"died",NA,"2016_2018",3.09842317434258
"E2B","1","36","Pocillopora","37",73.14,"Pocillopora","28",260.74,"survived",2.56494394312278,"2016_2018",9.65011607712207
"E2B","1","37","Acropora","38",7.95,"Acropora","14",28.18,"survived",2.54465408805031,"2016_2018",3.18154905362852
"E2B","10","0","Pocillopora","0  ",235.15,"Pocillopora","0  ",384.36,"survived",0.634531150329577,"2016_2018",17.3032447519092
"E2B","10","1","Pocillopora","1  ",15.53,NA,"",0,"died",NA,"2016_2018",4.44673027400326
"E2B","10","2","Pocillopora","2  ",151.88,"Pocillopora","29  ",37.65,"survived",-0.752106926520938,"2016_2018",13.9061001741817
"E2B","10","3","Pocillopora","3  ",64.16,"Pocillopora","28  ",39.36,"survived",-0.386533665835411,"2016_2018",9.03831008486697
"E2B","10","4","Pocillopora","4  ",18.42,NA,"",0,"died",NA,"2016_2018",4.84283722770255
"E2B","10","5","Pocillopora","5  ",39.21,NA,"",0,"died",NA,"2016_2018",7.06567212295233
"E2B","10","6","Pocillopora","6  ",5.2,NA,"",0,"died",NA,"2016_2018",2.57310039303227
"E2B","10","7","Pocillopora","7  8  ",170.58,"Pocillopora","1  ",306.62,"survived",0.79751436276234,"2016_2018",14.7373403822034
"E2B","10","8","Pocillopora","9  ",27.57,"Pocillopora","2  ",58.99,"survived",1.13964454116794,"2016_2018",5.92479655754933
"E2B","10","9","Pocillopora","12  ",17.72,NA,"",0,"died",NA,"2016_2018",4.74992681340535
"E2B","10","10","Pocillopora","13  ",159.26,"Pocillopora","11  ",50.63,"survived",-0.682092176315459,"2016_2018",14.2399483810343
"E2B","10","11","Pocillopora","14  ",11.04,NA,"",0,"died",NA,"2016_2018",3.74920852632608
"E2B","10","12","Pocillopora","15  ",61.14,NA,"",0,"died",NA,"2016_2018",8.82303041846212
"E2B","10","13","Pocillopora","16  ",36.48,"Pocillopora","14  ",19.27,"survived",-0.471765350877193,"2016_2018",6.81526071342386
"E2B","10","14","Pocillopora","17  18  ",288.65,"Pocillopora","10  ",483.73,"survived",0.67583578728564,"2016_2018",19.1708266537415
"E2B","10","15","Acropora","19  ",26.17,NA,"",0,"died",NA,"2016_2018",5.77240668055528
"E2B","10","16","Pocillopora","20  ",7.22,NA,"",0,"died",NA,"2016_2018",3.03196133105089
"E2B","10","17","Pocillopora","21  ",155.87,"Pocillopora","12  ",345.3,"survived",1.21530762815166,"2016_2018",14.0875777846254
"E2B","10","18","Pocillopora","22  ",18,NA,"",0,"died",NA,"2016_2018",4.78730736481719
"E2B","10","19","Acropora","23  ",24.44,"Acropora","21  ",37.04,"survived",0.515548281505728,"2016_2018",5.57834872281461
"E2B","10","20","Acropora","24  ",25.09,"Acropora","20  ",26.04,"survived",0.0378636907134316,"2016_2018",5.65204212452501
"E2B","10","21","Acropora","25  26  ",169.32,"Acropora","23  ",278.88,"survived",0.647058823529412,"2016_2018",14.6828103479735
"E2B","10","22","Pocillopora","27  ",44.48,"Pocillopora","24  ",54.53,"survived",0.225944244604317,"2016_2018",7.52553619018738
"E2B","10","23","Pocillopora","28  ",60.63,NA,"",0,"died",NA,"2016_2018",8.78615465361798
"E2B","10","24","Pocillopora","29  ",35.04,NA,"",0,"died",NA,"2016_2018",6.67939470667216
"E2B","10","25","Pocillopora","30  ",132.35,"Pocillopora","25  ",251.47,"survived",0.900037778617303,"2016_2018",12.981265490918
"E2B","10","26","Pocillopora","33  ",128.18,NA,"",0,"died",NA,"2016_2018",12.775126020676
"E2B","10","27","Pocillopora","34  ",129.97,NA,"",0,"died",NA,"2016_2018",12.8640173985124
"E2B","10","28","Pocillopora","37  ",134.38,"Pocillopora","17  ",212.94,"survived",0.584610805179342,"2016_2018",13.0804407426322
"E2B","10","29","Pocillopora","38  ",32.5,"Pocillopora","31  ",57.66,"survived",0.774153846153846,"2016_2018",6.43275098258069
"E2B","10","30","Pocillopora","40  ",255.93,"Pocillopora","8  ",559.58,"survived",1.18645723440003,"2016_2018",18.0515981753436
"E2B","10","31","Pocillopora","43  ",39.21,"Pocillopora","5  6  ",60.29,"survived",0.537617954603417,"2016_2018",7.06567212295233
"E2B","10","32","Pocillopora","44  ",86.48,"Pocillopora","3  ",153.35,"survived",0.773242368177613,"2016_2018",10.4933195809857
"E2B","10","33","Pocillopora","46  ",6.89,NA,"",0,"died",NA,"2016_2018",2.96186097972631
"E2B","11","0","Acropora","1  ",19.75,"Acropora","1  ",159.65,"survived",7.08354430379747,"2016_2018",5.01462670679677
"E2B","11","1","Pocillopora","2  ",14.73,"Pocillopora","24  ",25.27,"survived",0.715546503733876,"2016_2018",4.33068337493622
"E2B","11","2","Pocillopora","3  ",64.01,"Pocillopora","25  ",60.56,"survived",-0.0538978284643025,"2016_2018",9.02773854619737
"E2B","11","3","Pocillopora","4  ",39.35,"Pocillopora","0  ",153.76,"survived",2.90749682337992,"2016_2018",7.07827493711064
"E2B","11","4","Pocillopora","5  ",67.83,NA,"",0,"died",NA,"2016_2018",9.29321463861597
"E2B","11","5","Pocillopora","6  ",41.2,"Pocillopora","9  ",83.91,"survived",1.03665048543689,"2016_2018",7.24275287740019
"E2B","11","6","Pocillopora","7  ",77.74,NA,"",0,"died",NA,"2016_2018",9.94895181452356
"E2B","11","7","Pocillopora","8  ",115.48,NA,"",0,"died",NA,"2016_2018",12.125745446199
"E2B","11","8","Pocillopora","9  ",32.28,NA,"",0,"died",NA,"2016_2018",6.41094162382181
"E2B","11","9","Pocillopora","10  ",32.3,NA,"",0,"died",NA,"2016_2018",6.41292735768508
"E2B","11","10","Pocillopora","12  ",53.15,"Pocillopora","20  ",76.11,"survived",0.431984948259643,"2016_2018",8.22634072979438
"E2B","11","11","Pocillopora","13  ",37.5,"Pocillopora","18  ",102.5,"survived",1.73333333333333,"2016_2018",6.90988298942671
"E2B","11","12","Pocillopora","14  ",63.08,NA,"",0,"died",NA,"2016_2018",8.96191667456767
"E2B","11","13","Pocillopora","15  ",200.36,"Pocillopora","12  ",311.86,"survived",0.556498303054502,"2016_2018",15.9720466810969
"E2B","11","14","Pocillopora","16  ",137.83,NA,"",0,"died",NA,"2016_2018",13.2472867580817
"E2B","11","15","Pocillopora","17  ",133.48,"Pocillopora","13  ",312,"survived",1.33742882828888,"2016_2018",13.0365645179721
"E2B","11","16","Pocillopora","18  ",39.86,NA,"",0,"died",NA,"2016_2018",7.12399664887229
"E2B","11","17","Pocillopora","19  ",23.17,NA,"",0,"died",NA,"2016_2018",5.43147864319779
"E2B","11","18","Pocillopora","20  ",172.66,"Pocillopora","14  ",185.47,"survived",0.0741920537472489,"2016_2018",14.826919430346
"E2B","11","19","Pocillopora","21  ",218.08,"Pocillopora","15  ",325.65,"survived",0.49325935436537,"2016_2018",16.6633754058367
"E2B","11","20","Pocillopora","22  ",136.9,"Pocillopora","16  27  ",80.86,"survived",-0.409349890430972,"2016_2018",13.2025184595305
"E2B","11","21","Acropora","23  ",47.84,NA,"",0,"died",NA,"2016_2018",7.80459991416153
"E2B","11","22","Pocillopora","24  ",196.31,"Pocillopora","17  ",428.55,"survived",1.18302684529571,"2016_2018",15.8097961728468
"E2B","11","23","Pocillopora","26  ",36.7,"Pocillopora","19  ",86.26,"survived",1.35040871934605,"2016_2018",6.83578022553245
"E2B","11","24","Pocillopora","27  ",68.17,"Pocillopora","22  ",131.08,"survived",0.922839958926214,"2016_2018",9.31647678924796
"E2B","11","25","Pocillopora","28  ",122.21,"Pocillopora","10  ",253.83,"survived",1.0769986089518,"2016_2018",12.4740773110513
"E2B","11","26","Pocillopora","29  ",206.94,"Pocillopora","2  7  23  ",124.52,"survived",-0.398279694597468,"2016_2018",16.2321961356895
"E2B","11","27","Pocillopora","30  32  ",199.12,"Pocillopora","8  ",329.46,"survived",0.654580152671756,"2016_2018",15.9225455925761
"E2B","11","28","Pocillopora","31  ",13.31,NA,"",0,"died",NA,"2016_2018",4.11665135036051
"E2B","11","29","Pocillopora","35  ",40.39,"Pocillopora","3  ",112.78,"survived",1.7922753156722,"2016_2018",7.17120249413257
"E2B","11","30","Pocillopora","36  ",19.34,NA,"",0,"died",NA,"2016_2018",4.96230317445217
"E2B","11","31","Acropora","37  ",6.51,NA,"",0,"died",NA,"2016_2018",2.87902577901378
"E2B","11","32","Pocillopora","38  ",142.43,"Pocillopora","4  ",92.44,"survived",-0.350979428491189,"2016_2018",13.4665329003656
"E2B","11","33","Pocillopora","39  ",119.17,"Pocillopora","5  ",309.4,"survived",1.5962910128388,"2016_2018",12.3179526117813
"E2B","11","34","Pocillopora","40  ",42.37,"Pocillopora","26  ",49.61,"survived",0.170875619542129,"2016_2018",7.34487300846167
"E2B","11","35","Pocillopora","41  ",29.1,"Pocillopora","6  ",70.48,"survived",1.42199312714777,"2016_2018",6.08697550116585
"E2B","11","36","Pocillopora","42  ",40.4,"Pocillopora","11  ",83.99,"survived",1.0789603960396,"2016_2018",7.17209018399104
"E2B","11","37","Pocillopora","43  ",271.48,"Pocillopora","21  28  ",427.19,"survived",0.573559746574333,"2016_2018",18.5919087671143
"E2B","12","0","Pocillopora","0  ",42.56,NA,"",0,"died",NA,"2016_2018",7.36132291262437
"E2B","12","1","Pocillopora","1  ",15.46,"Pocillopora","1  ",5.03,"survived",-0.674644243208279,"2016_2018",4.43669734843449
"E2B","12","2","Pocillopora","2  ",9.49,"Pocillopora","0  ",23.27,"survived",1.45205479452055,"2016_2018",3.47606721447338
"E2B","12","3","Pocillopora","3  29  ",113.41,"Pocillopora","15  ",221.2,"survived",0.950445287011727,"2016_2018",12.0165759169746
"E2B","12","4","Pocillopora","4  ",77.94,"Pocillopora","3  ",164.68,"survived",1.11290736463947,"2016_2018",9.96174131950125
"E2B","12","5","Pocillopora","5  ",23.91,NA,"",0,"died",NA,"2016_2018",5.51753183177204
"E2B","12","6","Pocillopora","6  ",37.49,"Pocillopora","4  ",29.16,"survived",-0.222192584689251,"2016_2018",6.90896161026541
"E2B","12","7","Pocillopora","7  47  48  ",330.99,"Pocillopora","5  ",803.83,"survived",1.42856279645911,"2016_2018",20.5287495213881
"E2B","12","8","Pocillopora","8  ",149.89,"Pocillopora","12  ",139.59,"survived",-0.0687170591767295,"2016_2018",13.8146978019917
"E2B","12","9","Pocillopora","9  ",61.02,"Pocillopora","13  ",115.37,"survived",0.890691576532284,"2016_2018",8.81436764718489
"E2B","12","10","Pocillopora","10  ",45.91,"Pocillopora","14  ",22.35,"survived",-0.513177956872141,"2016_2018",7.64554952235556
"E2B","12","11","Pocillopora","12  ",56.62,"Pocillopora","6  ",90.57,"survived",0.59961144471918,"2016_2018",8.49063148552008
"E2B","12","12","Pocillopora","13  ",163.57,"Pocillopora","7  ",188.72,"survived",0.153756801369444,"2016_2018",14.4313475577415
"E2B","12","13","Pocillopora","14  15  ",212.56,"Pocillopora","8  ",197,"survived",-0.073202860368837,"2016_2018",16.451133627471
"E2B","12","14","Pocillopora","16  17  ",353.53,"Pocillopora","10  36  9  ",192.49,"survived",-0.455520040732045,"2016_2018",21.2162290770585
"E2B","12","15","Pocillopora","18  ",35.47,NA,"",0,"died",NA,"2016_2018",6.72025346633267
"E2B","12","16","Pocillopora","19  ",12.44,NA,"",0,"died",NA,"2016_2018",3.97983667208912
"E2B","12","17","Pocillopora","20  ",48.92,NA,"",0,"died",NA,"2016_2018",7.89220365477502
"E2B","12","18","Pocillopora","21  ",13.57,NA,"",0,"died",NA,"2016_2018",4.15666460302683
"E2B","12","19","Pocillopora","22  ",41.87,"Pocillopora","27  ",72.93,"survived",0.741819918796274,"2016_2018",7.30140669584028
"E2B","12","20","Pocillopora","23  25  28  ",35.63,"Pocillopora","11  ",107.81,"survived",2.02582093741229,"2016_2018",6.73539345390556
"E2B","12","21","Pocillopora","24  ",105.96,"Pocillopora","26  ",207.73,"survived",0.96045677614194,"2016_2018",11.6151823989181
"E2B","12","22","Pocillopora","26  ",72.89,NA,"",0,"died",NA,"2016_2018",9.633609417853
"E2B","12","23","Acropora","27  ",92.22,NA,"",0,"died",NA,"2016_2018",10.8359656152775
"E2B","12","24","Pocillopora","30  ",13,"Pocillopora","20  ",11.83,"survived",-0.09,"2016_2018",4.06842894512822
"E2B","12","25","Pocillopora","31  ",76.85,"Pocillopora","16  ",84.41,"survived",0.098373454782043,"2016_2018",9.89183799972974
"E2B","12","26","Pocillopora","32  ",37.29,NA,"",0,"died",NA,"2016_2018",6.89050815420563
"E2B","12","27","Pocillopora","33  ",38.74,"Pocillopora","19  ",21.22,"survived",-0.452245740836345,"2016_2018",7.02319727496247
"E2B","12","28","Pocillopora","34  ",34.31,"Pocillopora","23  ",65.13,"survived",0.898280384727484,"2016_2018",6.60945147344796
"E2B","12","29","Pocillopora","35  36  37  ",67.4,"Pocillopora","24  ",93.36,"survived",0.385163204747774,"2016_2018",9.26371120637674
"E2B","12","30","Acropora","38  ",124.56,"Acropora","28  ",212.13,"survived",0.703034682080925,"2016_2018",12.593439470304
"E2B","12","31","Pocillopora","39  ",15.02,"Pocillopora","21  ",84.67,"survived",4.63715046604527,"2016_2018",4.37310621434263
"E2B","12","32","Pocillopora","40  ",66.24,"Pocillopora","34  35  ",145.26,"survived",1.1929347826087,"2016_2018",9.18364782879097
"E2B","12","33","Pocillopora","41  ",268.03,"Pocillopora","33  ",452.21,"survived",0.687161884863635,"2016_2018",18.4733969582036
"E2B","12","34","Acropora","46  ",1.51,"Acropora","2  ",20.11,"survived",12.317880794702,"2016_2018",1.38657553438321
"E2B","12","35","Pocillopora","49  ",55.89,"Pocillopora","29  ",56.64,"survived",0.013419216317767,"2016_2018",8.43571918423369
"E2B","12","36","Acropora","50  ",25.47,"Acropora","30  ",121.91,"survived",3.78641539065567,"2016_2018",5.69468271323386
"E2B","12","37","Pocillopora","52  ",160.85,"Pocillopora","31  ",324.39,"survived",1.01672365557973,"2016_2018",14.3108553472757
"E2B","12","38","Acropora","55  ",172.78,"Acropora","32  ",344.2,"survived",0.99212871860169,"2016_2018",14.8320709457358
"E2B","13","0","Pocillopora","2  ",210.09,"Pocillopora","31  ",57.63,"survived",-0.725688990432672,"2016_2018",16.3552711977946
"E2B","13","1","Pocillopora","3  ",60.1,"Pocillopora","15  ",24.13,"survived",-0.598502495840266,"2016_2018",8.74766806861024
"E2B","13","2","Acropora","4  ",15.86,NA,"",0,"died",NA,"2016_2018",4.49372664717155
"E2B","13","3","Pocillopora","5  ",15.24,NA,"",0,"died",NA,"2016_2018",4.40501653365386
"E2B","13","4","Pocillopora","6  ",56.16,NA,"",0,"died",NA,"2016_2018",8.45607076793511
"E2B","13","5","Pocillopora","7  ",90.37,"Pocillopora","0  ",83.31,"survived",-0.0781232709970123,"2016_2018",10.7267263252922
"E2B","13","6","Pocillopora","9  ",35.98,"Pocillopora","16  ",123.37,"survived",2.42884936075598,"2016_2018",6.76839410935645
"E2B","13","7","Pocillopora","10  ",24.18,"Pocillopora","18  ",69.22,"survived",1.8626964433416,"2016_2018",5.54859731749352
"E2B","13","8","Pocillopora","11  ",270.85,"Pocillopora","14  ",356.03,"survived",0.314491415912867,"2016_2018",18.5703239253256
"E2B","13","9","Pocillopora","12  ",60.52,NA,"",0,"died",NA,"2016_2018",8.7781807481603
"E2B","13","10","Pocillopora","13  ",129.72,"Pocillopora","20  ",268.1,"survived",1.06675917360469,"2016_2018",12.8516393406851
"E2B","13","11","Pocillopora","15  ",9.19,"Pocillopora","12  ",40.71,"survived",3.42981501632209,"2016_2018",3.42068288739488
"E2B","13","12","Pocillopora","16  ",16.62,"Pocillopora","10  11  ",9.59,"survived",-0.422984356197353,"2016_2018",4.60013491470613
"E2B","13","13","Acropora","17  ",4.41,"Acropora","8  ",15.17,"survived",2.43990929705215,"2016_2018",2.36959625090058
"E2B","13","14","Pocillopora","18  ",4.81,"Pocillopora","9  ",26.29,"survived",4.46569646569647,"2016_2018",2.47472871446066
"E2B","13","15","Pocillopora","19  ",112.23,"Pocillopora","13  ",330.43,"survived",1.94422168760581,"2016_2018",11.9538978624392
"E2B","13","16","Pocillopora","20  ",179.44,"Pocillopora","22  23  ",191.13,"survived",0.0651471243869817,"2016_2018",15.1152275506285
"E2B","13","17","Pocillopora","21  ",17.17,"Pocillopora","21  ",37.49,"survived",1.18345952242283,"2016_2018",4.67563075778047
"E2B","13","18","Pocillopora","22  ",210.6,"Pocillopora","25  ",142.11,"survived",-0.325213675213675,"2016_2018",16.375110629282
"E2B","13","19","Pocillopora","23  ",398.15,"Pocillopora","27  ",612.32,"survived",0.537912846916991,"2016_2018",22.5153353236479
"E2B","13","20","Pocillopora","24  ",103.12,"Pocillopora","29  ",297.69,"survived",1.88683087664856,"2016_2018",11.4584668194785
"E2B","13","21","Pocillopora","25  ",57.93,"Pocillopora","28  ",91.88,"survived",0.586052131883307,"2016_2018",8.58829242786411
"E2B","13","22","Pocillopora","26  ",21.96,"Pocillopora","30  ",77.15,"survived",2.5132058287796,"2016_2018",5.28775381446453
"E2B","13","23","Pocillopora","28  ",13.51,"Pocillopora","37  ",26.36,"survived",0.951147298297557,"2016_2018",4.14746503895718
"E2B","13","24","Pocillopora","31  ",21.99,"Pocillopora","35  ",37.65,"survived",0.712141882673943,"2016_2018",5.29136443544822
"E2B","13","25","Pocillopora","32  ",16.53,"Pocillopora","34  ",90.54,"survived",4.47731397459165,"2016_2018",4.58766276817207
"E2B","13","26","Acropora","33  ",42.38,"Acropora","24  ",42.88,"survived",0.0117980179329873,"2016_2018",7.34573971128002
"E2B","13","27","Pocillopora","34  ",71.72,"Pocillopora","6  ",131.23,"survived",0.829754601226994,"2016_2018",9.5559792877761
"E2B","13","28","Pocillopora","35  ",1.94,NA,"",0,"died",NA,"2016_2018",1.57165031631919
"E2B","13","29","Pocillopora","36  ",193.02,"Pocillopora","5  ",237.81,"survived",0.232048492384209,"2016_2018",15.6767565817927
"E2B","13","30","Pocillopora","37  38  ",238.95,"Pocillopora","3  4  ",390.2,"survived",0.63297761037874,"2016_2018",17.4424937785417
"E2B","13","31","Pocillopora","43  ",2.91,"Pocillopora","17  ",23.52,"survived",7.08247422680412,"2016_2018",1.9248706645329
"E2B","14","0","Pocillopora","0  1  ",187.23,"Pocillopora","2  ",322.46,"survived",0.72226673075896,"2016_2018",15.4398393761323
"E2B","14","1","Pocillopora","2  ",266.79,"Pocillopora","37  ",363.67,"survived",0.363132051426215,"2016_2018",18.4306152404062
"E2B","14","2","Pocillopora","3  ",20.31,NA,"",0,"died",NA,"2016_2018",5.08522321570756
"E2B","14","3","Pocillopora","4  ",151.33,NA,"",0,"died",NA,"2016_2018",13.8808983968896
"E2B","14","4","Pocillopora","5  ",25.57,"Pocillopora","6  ",23.66,"survived",-0.0746969104419241,"2016_2018",5.70585095834777
"E2B","14","5","Pocillopora","6  ",52.43,"Pocillopora","3  ",111.36,"survived",1.12397482357429,"2016_2018",8.17043140418329
"E2B","14","6","Pocillopora","7  ",41.02,"Pocillopora","1  ",56.26,"survived",0.371526084836665,"2016_2018",7.22691401118322
"E2B","14","7","Pocillopora","8  ",39.44,"Pocillopora","4  ",44.74,"survived",0.134381338742394,"2016_2018",7.08636491047101
"E2B","14","8","Pocillopora","9  ",7.63,NA,"",0,"died",NA,"2016_2018",3.11686023528956
"E2B","14","9","Pocillopora","10  ",4.5,NA,"",0,"died",NA,"2016_2018",2.3936536824086
"E2B","14","10","Pocillopora","11  ",109.46,"Pocillopora","7  ",230.49,"survived",1.10570071258907,"2016_2018",11.8054563895985
"E2B","14","11","Pocillopora","12  ",42.09,"Pocillopora","11  ",95.33,"survived",1.26490852934189,"2016_2018",7.32056366941119
"E2B","14","12","Pocillopora","13  ",42.07,"Pocillopora","8  ",44.55,"survived",0.0589493700974565,"2016_2018",7.31882419839473
"E2B","14","13","Pocillopora","14  15  ",143.62,"Pocillopora","14  36  ",231.04,"survived",0.608689597549088,"2016_2018",13.5226721994902
"E2B","14","14","Pocillopora","16  ",24.5,"Pocillopora","13  ",49.71,"survived",1.02897959183673,"2016_2018",5.58519192562006
"E2B","14","15","Pocillopora","17  ",41.43,"Pocillopora","16  ",59.05,"survived",0.425295679459329,"2016_2018",7.2629411630811
"E2B","14","16","Pocillopora","18  ",143.31,"Pocillopora","25  ",225.09,"survived",0.570651036215198,"2016_2018",13.5080701492107
"E2B","14","17","Pocillopora","19  ",11.86,"Pocillopora","18  ",25.19,"survived",1.12394603709949,"2016_2018",3.88595174964371
"E2B","14","18","Pocillopora","20  ",77.51,"Pocillopora","17  ",123.81,"survived",0.597342278415688,"2016_2018",9.93422352841039
"E2B","14","19","Pocillopora","21  ",10.04,"Pocillopora","21  ",36.31,"survived",2.61653386454183,"2016_2018",3.5753776065111
"E2B","14","20","Pocillopora","22  ",45.15,"Pocillopora","19  ",139.96,"survived",2.09988925802879,"2016_2018",7.58200273310374
"E2B","14","21","Pocillopora","23  ",57.01,"Pocillopora","23  ",90.3,"survived",0.583932643395895,"2016_2018",8.51982314636587
"E2B","14","22","Pocillopora","24  ",43.64,"Pocillopora","22  ",82.49,"survived",0.890238313473877,"2016_2018",7.45413802744774
"E2B","14","23","Pocillopora","28  29  30  ",96.92,"Pocillopora","29  ",102.37,"survived",0.056231943871234,"2016_2018",11.108662236099
"E2B","14","24","Pocillopora","31  ",168.47,"Pocillopora","31  ",223.07,"survived",0.32409331038167,"2016_2018",14.6459095347996
"E2B","14","25","Pocillopora","32  ",13.62,"Pocillopora","26  ",77.49,"survived",4.68942731277533,"2016_2018",4.16431538182363
"E2B","14","26","Pocillopora","33  34  ",35.11,"Pocillopora","27  ",64.99,"survived",0.851039589860438,"2016_2018",6.68606314774633
"E2B","14","27","Pocillopora","35  36  ",42.65,"Pocillopora","34  ",117.79,"survived",1.76178194607269,"2016_2018",7.36910215582297
"E2B","14","28","Pocillopora","37  ",85.63,"Pocillopora","24  ",189.9,"survived",1.21768071937405,"2016_2018",10.4416235430929
"E2B","14","29","Pocillopora","43  ",11.66,"Pocillopora","35  ",48.24,"survived",3.13722126929674,"2016_2018",3.85304724751877
"E2B","14","30","Pocillopora","44  ",2.44,NA,"",0,"died",NA,"2016_2018",1.76258460482151
"E2B","14","31","Pocillopora","45  47  ",147.96,"Pocillopora","33  ",244.62,"survived",0.653284671532847,"2016_2018",13.725469865874
"E2B","14","32","Acropora","52  ",52.98,"Acropora","9  ",121.74,"survived",1.29784824462061,"2016_2018",8.21317423899365
"E2B","15","0","Pocillopora","0  ",29.63,"Pocillopora","24  ",32.1,"survived",0.0833614579817753,"2016_2018",6.14215660094261
"E2B","15","1","Pocillopora","1  ",191.45,"Pocillopora","23  ",358.84,"survived",0.874327500652912,"2016_2018",15.6128700385146
"E2B","15","2","Acropora","2  ",1.13,"Acropora","29  ",47.59,"survived",41.1150442477876,"2016_2018",1.19948350782774
"E2B","15","3","Acropora","3  ",57.56,"Acropora","26  ",40.74,"survived",-0.29221681723419,"2016_2018",8.56082170092077
"E2B","15","4","Pocillopora","4  6  ",34.44,"Pocillopora","25  ",43.6,"survived",0.265969802555169,"2016_2018",6.62196118386985
"E2B","15","5","Acropora","5  ",45.99,"Acropora","27  ",130.49,"survived",1.83735594694499,"2016_2018",7.65220795995314
"E2B","15","6","Pocillopora","7  ",51.09,NA,"",0,"died",NA,"2016_2018",8.06534613891552
"E2B","15","7","Pocillopora","8  ",5,"Pocillopora","4  ",79.31,"survived",14.862,"2016_2018",2.52313252202016
