date,site,depth,plate,family,position,number,comment
01.12.01,Vaipahu,12m,35,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,12m,36,Acroporidae,Bords,1,
01.12.01,Vaipahu,12m,36,Acroporidae,Dessous,1,
01.12.01,Vaipahu,12m,36,Poritidae,Bords,1,
01.12.01,Vaipahu,12m,37,Autres,,0,
01.12.01,Vaipahu,12m,38,Autres,,0,
01.12.01,Vaipahu,12m,39,Acroporidae,Dessous,1,
01.12.01,Vaipahu,12m,39,Cassés,Dessous,1,
01.12.01,Vaipahu,12m,40,Autres,,0,
01.12.01,Vaipahu,18m,41,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,18m,42,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,18m,43,Pocilloporidae,Dessus,1,
01.12.01,Vaipahu,18m,44,Pocilloporidae,Bords,1,
01.12.01,Vaipahu,18m,44,Pocilloporidae,Dessus,1,
01.12.01,Vaipahu,18m,45,Acroporidae,Bords,3,
01.12.01,Vaipahu,18m,45,Acroporidae,Dessus,1,
01.12.01,Vaipahu,18m,45,Cassés,Bords,1,
01.12.01,Vaipahu,18m,46,Pocilloporidae,Bords,1,
01.12.01,Vaipahu,18m,46,Pocilloporidae,Dessous,3,
01.12.01,Vaipahu,18m,47,Acroporidae,Dessous,1,
01.12.01,Vaipahu,18m,47,Pocilloporidae,Dessous,5,
01.12.01,Vaipahu,18m,47,Poritidae,Dessous,1,
01.12.01,Vaipahu,18m,48,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,18m,48,Poritidae,Bords,1,
01.12.01,Vaipahu,18m,49,Autres,,0,
01.12.01,Vaipahu,18m,50,Acroporidae,Bords,1,
01.12.01,Vaipahu,18m,50,Pocilloporidae,Bords,1,
01.12.01,Vaipahu,18m,50,Pocilloporidae,Dessous,2,
01.12.01,Vaipahu,18m,51,Pocilloporidae,Bords,1,
01.12.01,Vaipahu,18m,51,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,18m,52,Autres,,0,
01.12.01,Vaipahu,18m,53,Pocilloporidae,Dessous,2,
01.12.01,Vaipahu,18m,54,Acroporidae,Dessus,1,
01.12.01,Vaipahu,18m,54,Pocilloporidae,Bords,1,
01.12.01,Vaipahu,18m,54,Pocilloporidae,Dessous,3,
01.12.01,Vaipahu,18m,54,Poritidae,Dessous,2,
01.12.01,Vaipahu,18m,55,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,18m,56,Acroporidae,Dessous,1,
01.12.01,Vaipahu,18m,57,Acroporidae,Dessous,2,
01.12.01,Vaipahu,18m,57,Acroporidae,Dessus,1,
01.12.01,Vaipahu,18m,58,Autres,,0,
01.12.01,Vaipahu,18m,59,Cassés,Dessous,1,
01.12.01,Vaipahu,18m,59,Pocilloporidae,Dessous,1,
01.12.01,Vaipahu,18m,60,Autres,,0,
01.12.01,Tiahura,06m,61,Autres,,0,
01.12.01,Tiahura,06m,62,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,06m,62,Poritidae,Bords,1,
01.12.01,Tiahura,06m,63,Pocilloporidae,Bords,1,
01.12.01,Tiahura,06m,63,Pocilloporidae,Dessous,2,
01.12.01,Tiahura,06m,64,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,06m,65,Autres,,0,
01.12.01,Tiahura,06m,66,Autres,,0,
01.12.01,Tiahura,06m,67,Autres,,0,
01.12.01,Tiahura,06m,68,Poritidae,Bords,1,
01.12.01,Tiahura,06m,69,Autres,,0,
01.12.01,Tiahura,06m,70,Cassés,Dessous,1,
01.12.01,Tiahura,06m,70,Pocilloporidae,Dessous,2,
01.12.01,Tiahura,06m,70,Pocilloporidae,Dessus,1,
01.12.01,Tiahura,06m,71,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,06m,72,Pocilloporidae,Bords,1,
01.12.01,Tiahura,06m,73,Acroporidae,Dessous,1,
01.12.01,Tiahura,06m,73,Pocilloporidae,Dessous,6,
01.12.01,Tiahura,06m,73,Poritidae,Bords,1,
01.12.01,Tiahura,06m,73,Poritidae,Dessous,1,
01.12.01,Tiahura,06m,74,Pocilloporidae,Dessus,1,
01.12.01,Tiahura,06m,74,Poritidae,Dessous,1,
01.12.01,Tiahura,06m,75,Pocilloporidae,Dessus,1,
01.12.01,Tiahura,06m,76,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,06m,76,Poritidae,Bords,1,
01.12.01,Tiahura,06m,77,Cassés,Dessous,1,
01.12.01,Tiahura,06m,77,Pocilloporidae,Bords,1,
01.12.01,Tiahura,06m,77,Pocilloporidae,Dessous,5,
01.12.01,Tiahura,06m,77,Poritidae,Bords,2,
01.12.01,Tiahura,06m,78,,,,Plaque absente
01.12.01,Tiahura,06m,79,Acroporidae,Dessous,1,
01.12.01,Tiahura,06m,79,Pocilloporidae,Bords,4,
01.12.01,Tiahura,06m,80,Pocilloporidae,Dessous,3,
01.12.01,Tiahura,12m,81,Cassés,Bords,1,
01.12.01,Tiahura,12m,81,Pocilloporidae,Bords,1,
01.12.01,Tiahura,12m,82,Pocilloporidae,Bords,1,
01.12.01,Tiahura,12m,82,Poritidae,Bords,1,
01.12.01,Tiahura,12m,83,Pocilloporidae,Dessous,2,
01.12.01,Tiahura,12m,83,Poritidae,Dessous,3,
01.12.01,Tiahura,12m,84,Cassés,Dessus,1,
01.12.01,Tiahura,12m,85,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,12m,86,Pocilloporidae,Dessous,3,
01.12.01,Tiahura,12m,87,Acroporidae,Dessous,1,
01.12.01,Tiahura,12m,87,Pocilloporidae,Bords,1,
01.12.01,Tiahura,12m,87,Poritidae,Bords,1,
01.12.01,Tiahura,12m,87,Poritidae,Dessous,1,
01.12.01,Tiahura,12m,88,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,12m,88,Poritidae,Dessous,2,
01.12.01,Tiahura,12m,89,Acroporidae,Dessous,1,
01.12.01,Tiahura,12m,89,Pocilloporidae,Bords,2,
01.12.01,Tiahura,12m,89,Pocilloporidae,Dessous,3,
01.12.01,Tiahura,12m,89,Poritidae,Bords,1,
01.12.01,Tiahura,12m,89,Poritidae,Dessous,1,
01.12.01,Tiahura,12m,90,Poritidae,Dessous,1,
01.12.01,Tiahura,12m,91,,,,Plaque absente
01.12.01,Tiahura,12m,92,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,12m,93,Pocilloporidae,Bords,1,
01.12.01,Tiahura,12m,94,Pocilloporidae,Dessous,2,
01.12.01,Tiahura,12m,95,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,12m,95,Poritidae,Dessous,4,
01.12.01,Tiahura,12m,96,Pocilloporidae,Bords,2,
01.12.01,Tiahura,12m,96,Poritidae,Bords,2,
01.12.01,Tiahura,12m,97,Autres,,0,
01.12.01,Tiahura,12m,98,Acroporidae,Dessous,1,
01.12.01,Tiahura,12m,98,Cassés,Bords,1,
01.12.01,Tiahura,12m,99,Autres,,0,
01.12.01,Tiahura,12m,100,Acroporidae,Dessous,1,
01.12.01,Tiahura,12m,100,Poritidae,Dessous,1,
01.12.01,Tiahura,18m,101,Acroporidae,Dessous,1,
01.12.01,Tiahura,18m,102,Acroporidae,Dessous,1,
01.12.01,Tiahura,18m,102,Cassés,Dessous,1,
01.12.01,Tiahura,18m,103,Autres,Dessous,1,
01.12.01,Tiahura,18m,103,Cassés,Dessus,1,
01.12.01,Tiahura,18m,103,Pocilloporidae,Bords,1,
01.12.01,Tiahura,18m,104,Cassés,Dessus,1,
01.12.01,Tiahura,18m,105,Autres,,0,
01.12.01,Tiahura,18m,106,Autres,,0,
01.12.01,Tiahura,18m,107,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,18m,108,Cassés,Bords,1,
01.12.01,Tiahura,18m,109,Acroporidae,Bords,1,
01.12.01,Tiahura,18m,109,Acroporidae,Dessous,2,
01.12.01,Tiahura,18m,109,Pocilloporidae,Bords,1,
01.12.01,Tiahura,18m,109,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,18m,110,Acroporidae,Dessous,1,
01.12.01,Tiahura,18m,111,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,18m,111,Poritidae,Bords,1,
01.12.01,Tiahura,18m,112,Acroporidae,Bords,1,
01.12.01,Tiahura,18m,112,Acroporidae,Dessus,1,
01.12.01,Tiahura,18m,112,Pocilloporidae,Bords,3,
01.12.01,Tiahura,18m,112,Poritidae,Bords,2,
01.12.01,Tiahura,18m,113,Poritidae,Bords,1,
01.12.01,Tiahura,18m,114,Acroporidae,Bords,2,
01.12.01,Tiahura,18m,114,Acroporidae,Dessus,1,
01.12.01,Tiahura,18m,114,Pocilloporidae,Bords,4,
01.12.01,Tiahura,18m,114,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,18m,114,Poritidae,Bords,2,
01.12.01,Tiahura,18m,115,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,18m,115,Poritidae,Dessous,2,
01.12.01,Tiahura,18m,116,Acroporidae,Bords,1,
01.12.01,Tiahura,18m,116,Autres,Dessus,1,
01.12.01,Tiahura,18m,116,Pocilloporidae,Dessus,1,
01.12.01,Tiahura,18m,116,Poritidae,Dessous,1,
01.12.01,Tiahura,18m,117,Pocilloporidae,Bords,1,
01.12.01,Tiahura,18m,118,Acroporidae,Dessus,1,
01.12.01,Tiahura,18m,118,Pocilloporidae,Dessus,1,
01.12.01,Tiahura,18m,119,Acroporidae,Bords,2,
01.12.01,Tiahura,18m,119,Cassés,Bords,1,
01.12.01,Tiahura,18m,119,Pocilloporidae,Bords,2,
01.12.01,Tiahura,18m,119,Pocilloporidae,Dessous,1,
01.12.01,Tiahura,18m,120,,,,Plaque absente
01.12.01,Haapiti,06m,121,Autres,,0,
01.12.01,Haapiti,06m,122,Pocilloporidae,Bords,1,
01.12.01,Haapiti,06m,123,Pocilloporidae,Bords,1,
01.12.01,Haapiti,06m,123,Poritidae,Bords,1,
01.12.01,Haapiti,06m,124,Cassés,Dessus,1,
01.12.01,Haapiti,06m,124,Pocilloporidae,Dessous,3,
01.12.01,Haapiti,06m,124,Poritidae,Dessus,1,
01.12.01,Haapiti,06m,125,Acroporidae,Dessous,1,
01.12.01,Haapiti,06m,125,Pocilloporidae,Bords,1,
01.12.01,Haapiti,06m,125,Pocilloporidae,Dessous,6,
01.12.01,Haapiti,06m,126,Cassés,Dessous,1,
01.12.01,Haapiti,06m,126,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,06m,127,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,06m,127,Pocilloporidae,Dessus,1,
01.12.01,Haapiti,06m,128,Autres,,0,
01.12.01,Haapiti,06m,129,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,06m,130,Pocilloporidae,Dessous,3,
01.12.01,Haapiti,06m,130,Pocilloporidae,Dessus,1,
01.12.01,Haapiti,06m,130,Poritidae,Dessous,3,
01.12.01,Haapiti,06m,131,Autres,,0,
01.12.01,Haapiti,06m,132,Autres,,0,
01.12.01,Haapiti,06m,133,Pocilloporidae,Bords,1,
01.12.01,Haapiti,06m,134,Pocilloporidae,Bords,1,
01.12.01,Haapiti,06m,134,Pocilloporidae,Dessous,11,
01.12.01,Haapiti,06m,134,Poritidae,Dessous,1,
01.12.01,Haapiti,06m,135,Pocilloporidae,Bords,1,
01.12.01,Haapiti,06m,135,Pocilloporidae,Dessous,5,
01.12.01,Haapiti,06m,135,Poritidae,Dessous,1,
01.12.01,Haapiti,06m,136,Autres,,0,
01.12.01,Haapiti,06m,137,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,06m,137,Poritidae,Dessous,1,
01.12.01,Haapiti,06m,138,Pocilloporidae,Dessous,3,
01.12.01,Haapiti,06m,139,Autres,,0,
01.12.01,Haapiti,06m,140,Autres,,0,
01.12.01,Haapiti,12m,141,Autres,,0,
01.12.01,Haapiti,12m,142,Autres,,0,
01.12.01,Haapiti,12m,143,Acroporidae,Dessous,1,
01.12.01,Haapiti,12m,143,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,12m,143,Poritidae,Dessous,2,
01.12.01,Haapiti,12m,144,Pocilloporidae,Dessous,5,
01.12.01,Haapiti,12m,144,Poritidae,Dessous,5,
01.12.01,Haapiti,12m,145,Poritidae,Dessous,1,
01.12.01,Haapiti,12m,146,Acroporidae,Dessous,1,
01.12.01,Haapiti,12m,146,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,12m,147,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,12m,148,Pocilloporidae,Dessous,4,
01.12.01,Haapiti,12m,148,Poritidae,Dessous,1,
01.12.01,Haapiti,12m,149,Autres,,0,
01.12.01,Haapiti,12m,150,Pocilloporidae,Dessous,4,
01.12.01,Haapiti,12m,150,Poritidae,Dessous,2,
01.12.01,Haapiti,12m,151,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,12m,152,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,12m,152,Poritidae,Dessous,3,
01.12.01,Haapiti,12m,153,Autres,,0,
01.12.01,Haapiti,12m,154,Autres,,0,
01.12.01,Haapiti,12m,155,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,12m,156,Cassés,Bords,1,
01.12.01,Haapiti,12m,156,Pocilloporidae,Bords,2,
01.12.01,Haapiti,12m,156,Poritidae,Dessus,1,
01.12.01,Haapiti,12m,157,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,12m,158,Pocilloporidae,Dessous,4,
01.12.01,Haapiti,12m,159,Autres,,0,
01.12.01,Haapiti,12m,160,Poritidae,Dessous,2,
01.12.01,Haapiti,18m,161,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,161,Pocilloporidae,Dessus,2,
01.12.01,Haapiti,18m,161,Poritidae,Dessous,2,
01.12.01,Haapiti,18m,162,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,162,Poritidae,Dessous,1,
01.12.01,Haapiti,18m,163,Autres,,0,
01.12.01,Haapiti,18m,164,Acroporidae,Bords,1,
01.12.01,Haapiti,18m,164,Autres,Bords,1,
01.12.01,Haapiti,18m,164,Pocilloporidae,Bords,1,
01.12.01,Haapiti,18m,164,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,165,Pocilloporidae,Bords,1,
01.12.01,Haapiti,18m,166,Autres,,0,
01.12.01,Haapiti,18m,167,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,18m,168,Autres,,0,
01.12.01,Haapiti,18m,169,Pocilloporidae,Bords,1,
01.12.01,Haapiti,18m,169,Pocilloporidae,Dessous,3,
01.12.01,Haapiti,18m,169,Poritidae,Dessous,1,
01.12.01,Haapiti,18m,170,Autres,,0,
01.12.01,Haapiti,18m,171,Pocilloporidae,Bords,2,
01.12.01,Haapiti,18m,171,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,171,Pocilloporidae,Dessus,1,
01.12.01,Haapiti,18m,171,Poritidae,Bords,1,
01.12.01,Haapiti,18m,172,Pocilloporidae,Dessous,5,
01.12.01,Haapiti,18m,172,Poritidae,Dessous,1,
01.12.01,Haapiti,18m,173,Pocilloporidae,Dessus,1,
01.12.01,Haapiti,18m,174,Acroporidae,Dessous,1,
01.12.01,Haapiti,18m,174,Pocilloporidae,Bords,1,
01.12.01,Haapiti,18m,174,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,18m,174,Pocilloporidae,Dessus,2,
01.12.01,Haapiti,18m,175,Pocilloporidae,Bords,3,
01.12.01,Haapiti,18m,175,Pocilloporidae,Dessous,2,
01.12.01,Haapiti,18m,176,Autres,,0,
01.12.01,Haapiti,18m,177,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,178,Cassés,Dessus,1,
01.12.01,Haapiti,18m,178,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,179,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,180,Pocilloporidae,Bords,1,
01.12.01,Haapiti,18m,180,Pocilloporidae,Dessous,1,
01.12.01,Haapiti,18m,180,Pocilloporidae,Dessus,2,
01.09.02,Vaipahu,06m,1,Autres,,0,
01.09.02,Vaipahu,06m,2,,,,Plaque absente
01.09.02,Vaipahu,06m,3,Autres,,0,
01.09.02,Vaipahu,06m,4,Pocilloporidae,Dessous,1,
01.09.02,Vaipahu,06m,5,Autres,,0,
01.09.02,Vaipahu,06m,6,Autres,Dessus,1,
01.09.02,Vaipahu,06m,7,Autres,,0,
01.09.02,Vaipahu,06m,8,Autres,,0,
01.09.02,Vaipahu,06m,9,Autres,,0,
01.09.02,Vaipahu,06m,10,Autres,,0,
01.09.02,Vaipahu,06m,11,Pocilloporidae,Bords,1,
01.09.02,Vaipahu,06m,12,Autres,,0,
01.09.02,Vaipahu,06m,13,Autres,,0,
01.09.02,Vaipahu,06m,14,Autres,,0,
01.09.02,Vaipahu,06m,15,Pocilloporidae,Dessus,1,
01.09.02,Vaipahu,06m,16,Autres,,0,
01.09.02,Vaipahu,06m,17,Autres,,0,
01.09.02,Vaipahu,06m,18,Autres,,0,
01.09.02,Vaipahu,06m,19,Pocilloporidae,Dessous,1,
01.09.02,Vaipahu,06m,20,Autres,Bords,1,
01.09.02,Vaipahu,12m,21,Autres,,0,
01.09.02,Vaipahu,12m,22,Autres,,0,
01.09.02,Vaipahu,12m,23,Poritidae,Dessous,1,
01.09.02,Vaipahu,12m,23,Poritidae,Dessus,1,
01.09.02,Vaipahu,12m,24,,,,Plaque absente
01.09.02,Vaipahu,12m,25,Autres,,0,
01.09.02,Vaipahu,12m,26,Cassés,Dessus,1,
01.09.02,Vaipahu,12m,26,Pocilloporidae,Dessous,1,
01.09.02,Vaipahu,12m,27,Autres,,0,
01.09.02,Vaipahu,12m,28,Poritidae,Dessous,1,
01.09.02,Vaipahu,12m,29,Autres,,0,
01.09.02,Vaipahu,12m,30,Cassés,Dessous,1,
01.09.02,Vaipahu,12m,31,Autres,,0,
01.09.02,Vaipahu,12m,32,Autres,,0,
01.09.02,Vaipahu,12m,33,Autres,,0,
01.09.02,Vaipahu,12m,34,Autres,,0,
01.09.02,Vaipahu,12m,35,Autres,,0,
01.09.02,Vaipahu,12m,36,Poritidae,Bords,1,
01.09.02,Vaipahu,12m,37,Autres,,0,
01.09.02,Vaipahu,12m,38,Autres,,0,
01.09.02,Vaipahu,12m,39,Autres,,0,
01.09.02,Vaipahu,12m,40,Autres,,0,
01.09.02,Vaipahu,18m,41,Autres,,0,
01.09.02,Vaipahu,18m,42,Autres,,0,
01.09.02,Vaipahu,18m,43,Autres,,0,
01.09.02,Vaipahu,18m,44,Autres,,0,
01.09.02,Vaipahu,18m,45,Autres,,0,
01.09.02,Vaipahu,18m,46,Autres,,0,
01.09.02,Vaipahu,18m,47,Autres,,0,
01.09.02,Vaipahu,18m,48,Acroporidae,Dessous,1,
01.09.02,Vaipahu,18m,49,Autres,,0,
01.09.02,Vaipahu,18m,50,Autres,,0,
01.09.02,Vaipahu,18m,51,Autres,,0,
01.09.02,Vaipahu,18m,52,Autres,,0,
01.09.02,Vaipahu,18m,53,Autres,,0,
01.09.02,Vaipahu,18m,54,Autres,,0,
01.09.02,Vaipahu,18m,55,Autres,,0,
01.09.02,Vaipahu,18m,56,Autres,,0,
01.09.02,Vaipahu,18m,57,Autres,,0,
01.09.02,Vaipahu,18m,58,Autres,,0,
01.09.02,Vaipahu,18m,59,Autres,,0,
01.09.02,Vaipahu,18m,60,Autres,,0,
01.09.02,Tiahura,06m,61,Autres,,0,
01.09.02,Tiahura,06m,62,Pocilloporidae,Bords,1,
01.09.02,Tiahura,06m,63,Autres,,0,
01.09.02,Tiahura,06m,64,Autres,,0,
01.09.02,Tiahura,06m,65,Autres,,0,
01.09.02,Tiahura,06m,66,Pocilloporidae,Dessous,1,
01.09.02,Tiahura,06m,67,Autres,,0,
01.09.02,Tiahura,06m,68,Pocilloporidae,Dessous,1,
01.09.02,Tiahura,06m,69,Autres,,0,
01.09.02,Tiahura,06m,70,Pocilloporidae,Dessous,1,
01.09.02,Tiahura,06m,71,Autres,,0,
01.09.02,Tiahura,06m,72,Autres,,0,
01.09.02,Tiahura,06m,73,Autres,,0,
01.09.02,Tiahura,06m,74,Autres,,0,
01.09.02,Tiahura,06m,75,Autres,,0,
01.09.02,Tiahura,06m,76,Autres,,0,
01.09.02,Tiahura,06m,77,Autres,,0,
01.09.02,Tiahura,06m,78,Autres,,0,
01.09.02,Tiahura,06m,79,Pocilloporidae,Bords,2,
01.09.02,Tiahura,06m,80,Pocilloporidae,Bords,1,
01.09.02,Tiahura,12m,81,Autres,,0,
01.09.02,Tiahura,12m,82,Autres,,0,
01.09.02,Tiahura,12m,83,Autres,,0,
01.09.02,Tiahura,12m,84,Poritidae,Dessous,1,
01.09.02,Tiahura,12m,85,Autres,,0,
01.09.02,Tiahura,12m,86,Autres,,0,
01.09.02,Tiahura,12m,87,Poritidae,Dessous,2,
01.09.02,Tiahura,12m,88,Poritidae,Dessous,1,
01.09.02,Tiahura,12m,89,Poritidae,Dessous,2,
01.09.02,Tiahura,12m,90,Autres,,0,
01.09.02,Tiahura,12m,91,Autres,,0,
01.09.02,Tiahura,12m,92,Poritidae,Dessous,2,
01.09.02,Tiahura,12m,93,Autres,,0,
01.09.02,Tiahura,12m,94,Autres,,0,
01.09.02,Tiahura,12m,95,Autres,,0,
01.09.02,Tiahura,12m,96,Acroporidae,Dessous,1,
01.09.02,Tiahura,12m,96,Poritidae,Bords,2,
01.09.02,Tiahura,12m,97,Autres,,0,
01.09.02,Tiahura,12m,98,Autres,,0,
01.09.02,Tiahura,12m,99,Poritidae,Dessous,2,
01.09.02,Tiahura,12m,100,Autres,,0,
01.09.02,Tiahura,18m,101,Autres,,0,
01.09.02,Tiahura,18m,102,Autres,,0,
01.09.02,Tiahura,18m,103,Poritidae,Dessous,1,
01.09.02,Tiahura,18m,104,Poritidae,Dessous,1,
01.09.02,Tiahura,18m,105,Autres,,0,
01.09.02,Tiahura,18m,106,Poritidae,Dessous,1,
01.09.02,Tiahura,18m,107,Autres,,0,
01.09.02,Tiahura,18m,108,Autres,,0,
01.09.02,Tiahura,18m,109,Autres,,0,
01.09.02,Tiahura,18m,110,Autres,,0,
01.09.02,Tiahura,18m,111,Autres,,0,
01.09.02,Tiahura,18m,112,Autres,,0,
01.09.02,Tiahura,18m,113,Autres,,0,
01.09.02,Tiahura,18m,114,Autres,,0,
01.09.02,Tiahura,18m,115,Poritidae,Dessous,1,
01.09.02,Tiahura,18m,116,Poritidae,Bords,1,
01.09.02,Tiahura,18m,117,Autres,,0,
01.09.02,Tiahura,18m,118,Poritidae,Bords,1,
01.09.02,Tiahura,18m,119,Autres,,0,
01.09.02,Tiahura,18m,120,Autres,,0,
01.09.02,Haapiti,06m,121,Autres,,0,
01.09.02,Haapiti,06m,122,Autres,,0,
01.09.02,Haapiti,06m,123,Autres,,0,
01.09.02,Haapiti,06m,124,Autres,,0,
01.09.02,Haapiti,06m,125,Autres,,0,
01.09.02,Haapiti,06m,126,Autres,,0,
01.09.02,Haapiti,06m,127,Autres,,0,
01.09.02,Haapiti,06m,128,Autres,,0,
01.09.02,Haapiti,06m,129,Autres,,0,
01.09.02,Haapiti,06m,130,Autres,,0,
01.09.02,Haapiti,06m,131,Autres,,0,
01.09.02,Haapiti,06m,132,Autres,,0,
01.09.02,Haapiti,06m,133,Autres,,0,
01.09.02,Haapiti,06m,134,Autres,,0,
01.09.02,Haapiti,06m,135,Autres,,0,
01.09.02,Haapiti,06m,136,Autres,,0,
01.09.02,Haapiti,06m,137,Acroporidae,Dessous,1,
01.09.02,Haapiti,06m,138,Autres,,0,
01.09.02,Haapiti,06m,139,Autres,,0,
01.09.02,Haapiti,06m,140,Autres,,0,
01.09.02,Haapiti,12m,141,Autres,,0,
01.09.02,Haapiti,12m,142,,,,Plaque absente
01.09.02,Haapiti,12m,143,Autres,,0,
01.09.02,Haapiti,12m,144,Autres,,0,
01.09.02,Haapiti,12m,145,Autres,,0,
01.09.02,Haapiti,12m,146,Autres,,0,
01.09.02,Haapiti,12m,147,Acroporidae,Dessous,1,
01.09.02,Haapiti,12m,148,Autres,,0,
01.09.02,Haapiti,12m,149,Autres,,0,
01.09.02,Haapiti,12m,150,Autres,,0,
01.09.02,Haapiti,12m,151,Autres,,0,
01.09.02,Haapiti,12m,152,Autres,,0,
01.09.02,Haapiti,12m,153,Autres,,0,
01.09.02,Haapiti,12m,154,Autres,,0,
01.09.02,Haapiti,12m,155,Autres,,0,
01.09.02,Haapiti,12m,156,Autres,,0,
01.09.02,Haapiti,12m,157,Autres,,0,
01.09.02,Haapiti,12m,158,Autres,,0,
01.09.02,Haapiti,12m,159,Autres,,0,
01.09.02,Haapiti,12m,160,Autres,,0,
01.09.02,Haapiti,18m,161,Autres,,0,
01.09.02,Haapiti,18m,162,Autres,,0,
01.09.02,Haapiti,18m,163,Autres,,0,
01.09.02,Haapiti,18m,164,Autres,,0,
01.09.02,Haapiti,18m,165,Pocilloporidae,Bords,1,
01.09.02,Haapiti,18m,166,Autres,,0,
01.09.02,Haapiti,18m,167,Autres,,0,
01.09.02,Haapiti,18m,168,Pocilloporidae,Dessus,2,
01.09.02,Haapiti,18m,169,Autres,,0,
01.09.02,Haapiti,18m,170,Autres,,0,
01.09.02,Haapiti,18m,171,Autres,,0,
01.09.02,Haapiti,18m,172,Autres,,0,
01.09.02,Haapiti,18m,173,Autres,,0,
01.09.02,Haapiti,18m,174,Autres,,0,
01.09.02,Haapiti,18m,175,Autres,,0,
01.09.02,Haapiti,18m,176,,,,Plaque absente
01.09.02,Haapiti,18m,177,Autres,,0,
01.09.02,Haapiti,18m,178,Autres,,0,
01.09.02,Haapiti,18m,179,Autres,,0,
01.09.02,Haapiti,18m,180,Autres,,0,
01.12.02,Vaipahu,06m,1,Acroporidae,Dessous,2,
01.12.02,Vaipahu,06m,1,Autres,Dessous,1,
01.12.02,Vaipahu,06m,1,Pocilloporidae,Dessous,1,
01.12.02,Vaipahu,06m,1,Poritidae,Dessous,2,
01.12.02,Vaipahu,06m,2,,,,Plaque absente
01.12.02,Vaipahu,06m,3,Pocilloporidae,Dessous,1,
01.12.02,Vaipahu,06m,3,Pocilloporidae,Dessus,1,
01.12.02,Vaipahu,06m,4,Cassés,Dessous,1,
01.12.02,Vaipahu,06m,4,Pocilloporidae,Bords,2,
01.12.02,Vaipahu,06m,4,Pocilloporidae,Dessous,5,
01.12.02,Vaipahu,06m,5,Autres,,0,
01.12.02,Vaipahu,06m,6,Acroporidae,Bords,1,
01.12.02,Vaipahu,06m,6,Pocilloporidae,Bords,3,
01.12.02,Vaipahu,06m,6,Pocilloporidae,Dessus,1,
01.12.02,Vaipahu,06m,7,Autres,,0,
01.12.02,Vaipahu,06m,8,Acroporidae,Dessus,1,
01.12.02,Vaipahu,06m,8,Cassés,Bords,1,
01.12.02,Vaipahu,06m,8,Pocilloporidae,Bords,2,
01.12.02,Vaipahu,06m,8,Pocilloporidae,Dessus,1,
01.12.02,Vaipahu,06m,9,Acroporidae,Bords,1,
01.12.02,Vaipahu,06m,9,Pocilloporidae,Bords,1,
01.12.02,Vaipahu,06m,10,Acroporidae,Bords,4,
01.12.02,Vaipahu,06m,10,Pocilloporidae,Bords,4,
01.12.02,Vaipahu,06m,10,Pocilloporidae,Dessus,1,
01.12.02,Vaipahu,06m,10,Poritidae,Bords,1,
01.12.02,Vaipahu,06m,11,Cassés,Dessus,1,
01.12.02,Vaipahu,06m,11,Pocilloporidae,Bords,2,
01.12.02,Vaipahu,06m,11,Pocilloporidae,Dessus,1,
01.12.02,Vaipahu,06m,11,Poritidae,Dessous,1,
01.12.02,Vaipahu,06m,12,Autres,,0,
01.12.02,Vaipahu,06m,13,Autres,,0,
