date,site,depth,plate,family,position,number,comment
01.12.08,Haapiti,18m,164,Poritidae,Dessus,3,
01.12.08,Haapiti,18m,165,Pocilloporidae,Dessus,3,
01.12.08,Haapiti,18m,166,Cassés,Bords,1,
01.12.08,Haapiti,18m,166,Pocilloporidae,Bords,1,
01.12.08,Haapiti,18m,167,Autres,,0,
01.12.08,Haapiti,18m,168,Pocilloporidae,Dessous,1,
01.12.08,Haapiti,18m,169,Pocilloporidae,Bords,3,
01.12.08,Haapiti,18m,169,Pocilloporidae,Dessous,1,
01.12.08,Haapiti,18m,170,Autres,,0,
01.12.08,Haapiti,18m,171,Pocilloporidae,Bords,1,
01.12.08,Haapiti,18m,172,Pocilloporidae,Dessus,1,
01.12.08,Haapiti,18m,173,Autres,,0,
01.12.08,Haapiti,18m,174,Autres,,0,
01.12.08,Haapiti,18m,175,Pocilloporidae,Dessous,3,
01.12.08,Haapiti,18m,176,Pocilloporidae,Dessous,1,
01.12.08,Haapiti,18m,177,Autres,,0,
01.12.08,Haapiti,18m,178,Autres,,0,
01.12.08,Haapiti,18m,179,Poritidae,Dessous,2,
01.12.08,Haapiti,18m,180,Autres,,0,
01.09.09,Vaipahu,06m,1,Autres,,0,
01.09.09,Vaipahu,06m,2,Autres,,0,
01.09.09,Vaipahu,06m,3,Autres,,0,
01.09.09,Vaipahu,06m,4,Autres,,0,
01.09.09,Vaipahu,06m,5,Autres,,0,
01.09.09,Vaipahu,06m,6,Autres,,0,
01.09.09,Vaipahu,06m,7,Autres,,0,
01.09.09,Vaipahu,06m,8,Autres,,0,
01.09.09,Vaipahu,06m,9,Autres,,0,
01.09.09,Vaipahu,06m,10,Pocilloporidae,Bords,1,
01.09.09,Vaipahu,06m,11,Pocilloporidae,Dessous,1,
01.09.09,Vaipahu,06m,12,Autres,,0,
01.09.09,Vaipahu,06m,13,Autres,,0,
01.09.09,Vaipahu,06m,14,Autres,,0,
01.09.09,Vaipahu,06m,15,Autres,,0,
01.09.09,Vaipahu,06m,16,Autres,,0,
01.09.09,Vaipahu,06m,17,Acroporidae,Dessus,1,
01.09.09,Vaipahu,06m,17,Pocilloporidae,Dessous,1,
01.09.09,Vaipahu,06m,18,Autres,,0,
01.09.09,Vaipahu,06m,19,Autres,,0,
01.09.09,Vaipahu,06m,20,Autres,,0,
01.09.09,Vaipahu,12m,21,Autres,,0,
01.09.09,Vaipahu,12m,22,Autres,,0,
01.09.09,Vaipahu,12m,23,Pocilloporidae,Dessous,1,
01.09.09,Vaipahu,12m,24,Autres,,0,
01.09.09,Vaipahu,12m,25,Autres,,0,
01.09.09,Vaipahu,12m,26,Autres,,0,
01.09.09,Vaipahu,12m,27,Autres,,0,
01.09.09,Vaipahu,12m,28,Autres,,0,
01.09.09,Vaipahu,12m,29,Autres,,0,
01.09.09,Vaipahu,12m,30,Autres,,0,
01.09.09,Vaipahu,12m,31,Poritidae,Dessous,1,
01.09.09,Vaipahu,12m,32,Autres,,0,
01.09.09,Vaipahu,12m,33,Autres,,0,
01.09.09,Vaipahu,12m,34,Autres,,0,
01.09.09,Vaipahu,12m,35,Autres,,0,
01.09.09,Vaipahu,12m,36,Autres,,0,
01.09.09,Vaipahu,12m,37,Autres,,0,
01.09.09,Vaipahu,12m,38,Pocilloporidae,Bords,1,
01.09.09,Vaipahu,12m,39,Autres,,0,
01.09.09,Vaipahu,12m,40,Autres,,0,
01.09.09,Vaipahu,18m,41,Autres,,0,
01.09.09,Vaipahu,18m,42,Autres,,0,
01.09.09,Vaipahu,18m,43,Autres,,0,
01.09.09,Vaipahu,18m,44,Autres,,0,
01.09.09,Vaipahu,18m,45,Autres,,0,
01.09.09,Vaipahu,18m,46,Autres,,0,
01.09.09,Vaipahu,18m,47,Autres,,0,
01.09.09,Vaipahu,18m,48,Autres,,0,
01.09.09,Vaipahu,18m,49,Autres,,0,
01.09.09,Vaipahu,18m,50,Autres,,0,
01.09.09,Vaipahu,18m,51,Autres,,0,
01.09.09,Vaipahu,18m,52,Autres,,0,
01.09.09,Vaipahu,18m,53,Autres,,0,
01.09.09,Vaipahu,18m,54,Autres,,0,
01.09.09,Vaipahu,18m,55,Autres,,0,
01.09.09,Vaipahu,18m,56,Autres,,0,
01.09.09,Vaipahu,18m,57,Autres,,0,
01.09.09,Vaipahu,18m,58,Autres,,0,
01.09.09,Vaipahu,18m,59,Autres,,0,
01.09.09,Vaipahu,18m,60,Autres,,0,
01.09.09,Tiahura,06m,61,Autres,,0,
01.09.09,Tiahura,06m,62,Autres,,0,
01.09.09,Tiahura,06m,63,Pocilloporidae,Dessus,1,
01.09.09,Tiahura,06m,64,Autres,,0,
01.09.09,Tiahura,06m,65,Autres,,0,
01.09.09,Tiahura,06m,66,Autres,,0,
01.09.09,Tiahura,06m,67,Autres,,0,
01.09.09,Tiahura,06m,68,Autres,,0,
01.09.09,Tiahura,06m,69,Autres,,0,
01.09.09,Tiahura,06m,70,Autres,,0,
01.09.09,Tiahura,06m,71,Autres,,0,
01.09.09,Tiahura,06m,72,Autres,,0,
01.09.09,Tiahura,06m,73,Autres,,0,
01.09.09,Tiahura,06m,74,Poritidae,Dessous,1,
01.09.09,Tiahura,06m,75,Autres,,0,
01.09.09,Tiahura,06m,76,Autres,,0,
01.09.09,Tiahura,06m,77,Autres,,0,
01.09.09,Tiahura,06m,78,Autres,,0,
01.09.09,Tiahura,06m,79,Autres,,0,
01.09.09,Tiahura,06m,80,Autres,,0,
01.09.09,Tiahura,12m,81,Autres,,0,
01.09.09,Tiahura,12m,82,Autres,,0,
01.09.09,Tiahura,12m,83,Autres,,0,
01.09.09,Tiahura,12m,84,Autres,,0,
01.09.09,Tiahura,12m,85,Poritidae,Dessous,1,
01.09.09,Tiahura,12m,86,Autres,,0,
01.09.09,Tiahura,12m,87,Autres,,0,
01.09.09,Tiahura,12m,88,Poritidae,Dessous,1,
01.09.09,Tiahura,12m,89,Autres,,0,
01.09.09,Tiahura,12m,90,Autres,,0,
01.09.09,Tiahura,12m,91,Autres,,0,
01.09.09,Tiahura,12m,92,Autres,,0,
01.09.09,Tiahura,12m,93,Autres,,0,
01.09.09,Tiahura,12m,94,Autres,,0,
01.09.09,Tiahura,12m,95,Autres,,0,
01.09.09,Tiahura,12m,96,Autres,,0,
01.09.09,Tiahura,12m,97,Autres,,0,
01.09.09,Tiahura,12m,98,Autres,,0,
01.09.09,Tiahura,12m,99,Poritidae,Dessous,2,
01.09.09,Tiahura,12m,100,Autres,,0,
01.09.09,Tiahura,18m,101,Autres,,0,
01.09.09,Tiahura,18m,102,Autres,,0,
01.09.09,Tiahura,18m,103,Autres,,0,
01.09.09,Tiahura,18m,104,Autres,,0,
01.09.09,Tiahura,18m,105,Autres,,0,
01.09.09,Tiahura,18m,106,Autres,,0,
01.09.09,Tiahura,18m,107,Autres,,0,
01.09.09,Tiahura,18m,108,Autres,,0,
01.09.09,Tiahura,18m,109,Autres,,0,
01.09.09,Tiahura,18m,110,Autres,,0,
01.09.09,Tiahura,18m,111,Autres,,0,
01.09.09,Tiahura,18m,112,Autres,,0,
01.09.09,Tiahura,18m,113,Poritidae,Dessous,1,
01.09.09,Tiahura,18m,114,Autres,,0,
01.09.09,Tiahura,18m,115,Autres,,0,
01.09.09,Tiahura,18m,116,Autres,,0,
01.09.09,Tiahura,18m,117,Autres,,0,
01.09.09,Tiahura,18m,118,Autres,,0,
01.09.09,Tiahura,18m,119,Autres,,0,
01.09.09,Tiahura,18m,120,Autres,,0,
01.09.09,Haapiti,06m,121,Autres,,0,
01.09.09,Haapiti,06m,122,Autres,,0,
01.09.09,Haapiti,06m,123,Autres,,0,
01.09.09,Haapiti,06m,124,Autres,,0,
01.09.09,Haapiti,06m,125,,,,Plaque absente
01.09.09,Haapiti,06m,126,Autres,,0,
01.09.09,Haapiti,06m,127,Autres,,0,
01.09.09,Haapiti,06m,128,Autres,,0,
01.09.09,Haapiti,06m,129,Autres,,0,
01.09.09,Haapiti,06m,130,Autres,,0,
01.09.09,Haapiti,06m,131,Autres,,0,
01.09.09,Haapiti,06m,132,Autres,,0,
01.09.09,Haapiti,06m,133,Autres,,0,
01.09.09,Haapiti,06m,134,Autres,,0,
01.09.09,Haapiti,06m,135,Autres,,0,
01.09.09,Haapiti,06m,136,Autres,,0,
01.09.09,Haapiti,06m,137,Autres,,0,
01.09.09,Haapiti,06m,138,Autres,,0,
01.09.09,Haapiti,06m,139,Autres,,0,
01.09.09,Haapiti,06m,140,Autres,,0,
01.09.09,Haapiti,12m,141,Autres,,0,
01.09.09,Haapiti,12m,142,Autres,,0,
01.09.09,Haapiti,12m,143,Autres,,0,
01.09.09,Haapiti,12m,144,Autres,,0,
01.09.09,Haapiti,12m,145,Autres,,0,
01.09.09,Haapiti,12m,146,Autres,,0,
01.09.09,Haapiti,12m,147,Autres,,0,
01.09.09,Haapiti,12m,148,Autres,,0,
01.09.09,Haapiti,12m,149,Autres,,0,
01.09.09,Haapiti,12m,150,Autres,,0,
01.09.09,Haapiti,12m,151,Autres,,0,
01.09.09,Haapiti,12m,152,Autres,,0,
01.09.09,Haapiti,12m,153,Autres,,0,
01.09.09,Haapiti,12m,154,Autres,,0,
01.09.09,Haapiti,12m,155,Autres,,0,
01.09.09,Haapiti,12m,156,Autres,,0,
01.09.09,Haapiti,12m,157,Autres,,0,
01.09.09,Haapiti,12m,158,Autres,,0,
01.09.09,Haapiti,12m,159,Autres,,0,
01.09.09,Haapiti,12m,160,Autres,,0,
01.09.09,Haapiti,18m,161,Autres,,0,
01.09.09,Haapiti,18m,162,Autres,,0,
01.09.09,Haapiti,18m,163,Autres,,0,
01.09.09,Haapiti,18m,164,Autres,,0,
01.09.09,Haapiti,18m,165,Autres,,0,
01.09.09,Haapiti,18m,166,Autres,,0,
01.09.09,Haapiti,18m,167,Autres,,0,
01.09.09,Haapiti,18m,168,Cassés,Dessus,1,
01.09.09,Haapiti,18m,169,Autres,,0,
01.09.09,Haapiti,18m,170,Autres,,0,
01.09.09,Haapiti,18m,171,Autres,,0,
01.09.09,Haapiti,18m,172,Autres,,0,
01.09.09,Haapiti,18m,173,Autres,,0,
01.09.09,Haapiti,18m,174,Autres,,0,
01.09.09,Haapiti,18m,175,Autres,,0,
01.09.09,Haapiti,18m,176,Autres,,0,
01.09.09,Haapiti,18m,177,Autres,,0,
01.09.09,Haapiti,18m,178,Autres,,0,
01.09.09,Haapiti,18m,179,Autres,,0,
01.09.09,Haapiti,18m,180,Autres,,0,
01.12.09,Vaipahu,06m,1,,,,Plaque absente
01.12.09,Vaipahu,06m,2,Pocilloporidae,Bords,5,
01.12.09,Vaipahu,06m,3,,,,Plaque absente
01.12.09,Vaipahu,06m,4,Autres,,0,
01.12.09,Vaipahu,06m,5,Autres,,0,
01.12.09,Vaipahu,06m,6,Cassés,Dessous,1,
01.12.09,Vaipahu,06m,6,Pocilloporidae,Bords,3,
01.12.09,Vaipahu,06m,6,Pocilloporidae,Dessous,8,
01.12.09,Vaipahu,06m,7,,,,Plaque absente
01.12.09,Vaipahu,06m,8,,,,Plaque absente
01.12.09,Vaipahu,06m,9,,,,Plaque absente
01.12.09,Vaipahu,06m,10,Pocilloporidae,Dessus,1,
01.12.09,Vaipahu,06m,11,,,,Plaque absente
01.12.09,Vaipahu,06m,12,,,,Plaque absente
01.12.09,Vaipahu,06m,13,,,,Plaque absente
01.12.09,Vaipahu,06m,14,Pocilloporidae,Dessus,1,
01.12.09,Vaipahu,06m,15,Cassés,Dessous,1,
01.12.09,Vaipahu,06m,15,Pocilloporidae,Bords,2,
01.12.09,Vaipahu,06m,15,Pocilloporidae,Dessous,2,
01.12.09,Vaipahu,06m,15,Poritidae,Bords,1,
01.12.09,Vaipahu,06m,15,Poritidae,Dessus,1,
01.12.09,Vaipahu,06m,16,,,,Plaque absente
01.12.09,Vaipahu,06m,17,,,,Plaque absente
01.12.09,Vaipahu,06m,18,Pocilloporidae,Bords,1,
01.12.09,Vaipahu,06m,18,Pocilloporidae,Dessous,2,
01.12.09,Vaipahu,06m,18,Poritidae,Bords,1,
01.12.09,Vaipahu,06m,18,Poritidae,Dessous,1,
01.12.09,Vaipahu,06m,19,Poritidae,Bords,1,
01.12.09,Vaipahu,06m,20,Pocilloporidae,Dessous,1,
01.12.09,Vaipahu,12m,21,,,,Plaque absente
01.12.09,Vaipahu,12m,22,,,,Plaque absente
01.12.09,Vaipahu,12m,23,Acroporidae,Bords,1,
01.12.09,Vaipahu,12m,23,Cassés,Dessous,1,
01.12.09,Vaipahu,12m,23,Pocilloporidae,Bords,5,
01.12.09,Vaipahu,12m,23,Poritidae,Bords,1,
01.12.09,Vaipahu,12m,23,Poritidae,Dessous,1,
01.12.09,Vaipahu,12m,24,,,,Plaque absente
01.12.09,Vaipahu,12m,25,,,,Plaque absente
01.12.09,Vaipahu,12m,26,Autres,,0,
01.12.09,Vaipahu,12m,27,Autres,,0,
01.12.09,Vaipahu,12m,28,Pocilloporidae,Bords,2,
01.12.09,Vaipahu,12m,29,Autres,,0,
01.12.09,Vaipahu,12m,30,,,,Plaque absente
01.12.09,Vaipahu,12m,31,,,,Plaque absente
01.12.09,Vaipahu,12m,32,,,,Plaque absente
01.12.09,Vaipahu,12m,33,Pocilloporidae,Dessous,1,
01.12.09,Vaipahu,12m,34,Autres,,0,
01.12.09,Vaipahu,12m,35,Autres,,0,
01.12.09,Vaipahu,12m,36,Autres,,0,
01.12.09,Vaipahu,12m,37,Autres,,0,
01.12.09,Vaipahu,12m,38,Autres,,0,
01.12.09,Vaipahu,12m,39,Autres,,0,
01.12.09,Vaipahu,12m,40,Autres,,0,
01.12.09,Vaipahu,18m,41,Autres,,0,
01.12.09,Vaipahu,18m,42,,,,Plaque absente
01.12.09,Vaipahu,18m,43,Pocilloporidae,Bords,2,
01.12.09,Vaipahu,18m,43,Poritidae,Bords,1,
01.12.09,Vaipahu,18m,43,Poritidae,Dessous,1,
01.12.09,Vaipahu,18m,44,Autres,,0,
01.12.09,Vaipahu,18m,45,Pocilloporidae,Bords,1,
01.12.09,Vaipahu,18m,45,Pocilloporidae,Dessous,2,
01.12.09,Vaipahu,18m,46,Autres,,0,
01.12.09,Vaipahu,18m,47,,,,Plaque absente
01.12.09,Vaipahu,18m,48,Pocilloporidae,Dessous,2,
01.12.09,Vaipahu,18m,49,Autres,,0,
01.12.09,Vaipahu,18m,50,Autres,,0,
01.12.09,Vaipahu,18m,51,Autres,,0,
01.12.09,Vaipahu,18m,52,Autres,,0,
01.12.09,Vaipahu,18m,53,,,,Plaque absente
01.12.09,Vaipahu,18m,54,,,,Plaque absente
01.12.09,Vaipahu,18m,55,,,,Plaque absente
01.12.09,Vaipahu,18m,56,Pocilloporidae,Dessous,1,
01.12.09,Vaipahu,18m,57,Autres,,0,
01.12.09,Vaipahu,18m,58,,,,Plaque absente
01.12.09,Vaipahu,18m,59,,,,Plaque absente
01.12.09,Vaipahu,18m,60,Autres,,0,
01.12.09,Tiahura,06m,61,Autres,,0,
01.12.09,Tiahura,06m,62,,,,Plaque absente
01.12.09,Tiahura,06m,63,Pocilloporidae,Bords,1,
01.12.09,Tiahura,06m,64,Autres,Bords,2,
01.12.09,Tiahura,06m,64,Pocilloporidae,Bords,1,
01.12.09,Tiahura,06m,64,Pocilloporidae,Dessous,2,
01.12.09,Tiahura,06m,65,,,,Plaque absente
01.12.09,Tiahura,06m,66,Pocilloporidae,Dessus,2,
01.12.09,Tiahura,06m,67,Pocilloporidae,Bords,1,
01.12.09,Tiahura,06m,67,Pocilloporidae,Dessus,1,
01.12.09,Tiahura,06m,68,,,,Plaque absente
01.12.09,Tiahura,06m,69,Pocilloporidae,Bords,1,
01.12.09,Tiahura,06m,70,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,06m,71,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,06m,71,Poritidae,Bords,1,
01.12.09,Tiahura,06m,72,Autres,,0,
01.12.09,Tiahura,06m,73,Autres,,0,
01.12.09,Tiahura,06m,74,Pocilloporidae,Bords,1,
01.12.09,Tiahura,06m,74,Poritidae,Bords,1,
01.12.09,Tiahura,06m,75,,,,Plaque absente
01.12.09,Tiahura,06m,76,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,06m,77,Autres,,0,
01.12.09,Tiahura,06m,78,Pocilloporidae,Dessous,3,
01.12.09,Tiahura,06m,79,Pocilloporidae,Dessus,1,
01.12.09,Tiahura,06m,80,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,06m,80,Pocilloporidae,Dessus,2,
01.12.09,Tiahura,12m,81,Autres,,0,
01.12.09,Tiahura,12m,82,Autres,,0,
01.12.09,Tiahura,12m,83,Autres,,0,
01.12.09,Tiahura,12m,84,Poritidae,Dessus,1,
01.12.09,Tiahura,12m,85,,,,Plaque absente
01.12.09,Tiahura,12m,86,Autres,,0,
01.12.09,Tiahura,12m,87,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,12m,88,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,12m,89,,,,Plaque absente
01.12.09,Tiahura,12m,90,Autres,,0,
01.12.09,Tiahura,12m,91,Autres,,0,
01.12.09,Tiahura,12m,92,Pocilloporidae,Dessus,1,
01.12.09,Tiahura,12m,93,,,,Plaque absente
01.12.09,Tiahura,12m,94,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,12m,95,Pocilloporidae,Dessus,1,
01.12.09,Tiahura,12m,96,Autres,,0,
01.12.09,Tiahura,12m,97,Autres,,0,
01.12.09,Tiahura,12m,98,,,,Plaque absente
01.12.09,Tiahura,12m,99,Pocilloporidae,Dessus,1,
01.12.09,Tiahura,12m,100,,,,Plaque absente
01.12.09,Tiahura,18m,101,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,18m,102,Autres,,0,
01.12.09,Tiahura,18m,103,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,18m,104,Autres,,0,
01.12.09,Tiahura,18m,105,Autres,,0,
01.12.09,Tiahura,18m,106,Autres,,0,
01.12.09,Tiahura,18m,107,Autres,,0,
01.12.09,Tiahura,18m,108,Autres,,0,
01.12.09,Tiahura,18m,109,,,,Plaque absente
01.12.09,Tiahura,18m,110,Autres,,0,
01.12.09,Tiahura,18m,111,Autres,,0,
01.12.09,Tiahura,18m,112,Pocilloporidae,Bords,1,
01.12.09,Tiahura,18m,113,Autres,,0,
01.12.09,Tiahura,18m,114,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,18m,115,,,,Plaque absente
01.12.09,Tiahura,18m,116,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,18m,116,Pocilloporidae,Dessus,1,
01.12.09,Tiahura,18m,117,Autres,,0,
01.12.09,Tiahura,18m,118,Autres,,0,
01.12.09,Tiahura,18m,119,,,,Plaque absente
01.12.09,Tiahura,18m,120,Pocilloporidae,Bords,4,
01.12.09,Tiahura,18m,120,Pocilloporidae,Dessous,1,
01.12.09,Tiahura,18m,120,Poritidae,Dessus,1,
01.12.09,Haapiti,06m,121,Autres,,0,
01.12.09,Haapiti,06m,122,Pocilloporidae,Bords,2,
01.12.09,Haapiti,06m,123,Autres,,0,
01.12.09,Haapiti,06m,124,Acroporidae,Bords,1,
01.12.09,Haapiti,06m,124,Pocilloporidae,Bords,1,
01.12.09,Haapiti,06m,125,Autres,,0,
01.12.09,Haapiti,06m,126,Autres,,0,
01.12.09,Haapiti,06m,127,Autres,,0,
01.12.09,Haapiti,06m,128,Autres,,0,
01.12.09,Haapiti,06m,129,Autres,,0,
01.12.09,Haapiti,06m,130,Autres,,0,
01.12.09,Haapiti,06m,131,Pocilloporidae,Dessous,1,
01.12.09,Haapiti,06m,132,Pocilloporidae,Dessus,1,
01.12.09,Haapiti,06m,133,Pocilloporidae,Dessus,2,
01.12.09,Haapiti,06m,134,Autres,,0,
01.12.09,Haapiti,06m,135,Pocilloporidae,Dessous,1,
01.12.09,Haapiti,06m,136,Autres,,0,Plaque absente
01.12.09,Haapiti,06m,137,Autres,,0,
01.12.09,Haapiti,06m,138,Autres,,0,
01.12.09,Haapiti,06m,139,Autres,,0,
01.12.09,Haapiti,06m,140,Autres,,0,
01.12.09,Haapiti,12m,141,Autres,,0,
01.12.09,Haapiti,12m,142,Autres,,0,
01.12.09,Haapiti,12m,143,Autres,,0,
01.12.09,Haapiti,12m,144,Pocilloporidae,Dessous,1,
01.12.09,Haapiti,12m,145,Pocilloporidae,Dessus,1,
01.12.09,Haapiti,12m,146,Autres,,0,
01.12.09,Haapiti,12m,147,Autres,,0,
01.12.09,Haapiti,12m,148,Autres,,0,
01.12.09,Haapiti,12m,149,Pocilloporidae,Dessus,1,
01.12.09,Haapiti,12m,150,Pocilloporidae,Bords,1,
01.12.09,Haapiti,12m,151,Autres,,0,
01.12.09,Haapiti,12m,152,,,,Plaque absente
01.12.09,Haapiti,12m,153,,,,Plaque absente
01.12.09,Haapiti,12m,154,Autres,,0,
01.12.09,Haapiti,12m,155,Autres,,0,
01.12.09,Haapiti,12m,156,Autres,,0,
01.12.09,Haapiti,12m,157,,,,Plaque absente
01.12.09,Haapiti,12m,158,Autres,,0,
01.12.09,Haapiti,12m,159,Autres,,0,
01.12.09,Haapiti,12m,160,Autres,,0,
01.12.09,Haapiti,18m,161,Pocilloporidae,Dessous,1,
01.12.09,Haapiti,18m,162,Autres,,0,
01.12.09,Haapiti,18m,163,Autres,,0,
01.12.09,Haapiti,18m,164,Autres,,0,
01.12.09,Haapiti,18m,165,Pocilloporidae,Bords,1,
01.12.09,Haapiti,18m,166,Pocilloporidae,Bords,1,
01.12.09,Haapiti,18m,167,Pocilloporidae,Bords,1,
01.12.09,Haapiti,18m,168,,,,Plaque absente
01.12.09,Haapiti,18m,169,Autres,,0,
01.12.09,Haapiti,18m,170,Pocilloporidae,Dessus,1,
01.12.09,Haapiti,18m,171,Autres,,0,
01.12.09,Haapiti,18m,172,Autres,,0,
01.12.09,Haapiti,18m,173,Pocilloporidae,Bords,1,
01.12.09,Haapiti,18m,174,Autres,,0,
01.12.09,Haapiti,18m,175,Pocilloporidae,Dessous,1,
01.12.09,Haapiti,18m,176,,,,Plaque absente
01.12.09,Haapiti,18m,177,,,,Plaque absente
01.12.09,Haapiti,18m,178,Pocilloporidae,Dessus,1,
01.12.09,Haapiti,18m,179,Autres,,0,
01.12.09,Haapiti,18m,180,Autres,,0,
01.09.10,Vaipahu,06m,1,Autres,,0,
01.09.10,Vaipahu,06m,2,Autres,,0,
01.09.10,Vaipahu,06m,3,Pocilloporidae,Dessous,1,
01.09.10,Vaipahu,06m,4,Autres,,0,
01.09.10,Vaipahu,06m,5,Pocilloporidae,Dessous,1,
01.09.10,Vaipahu,06m,6,Autres,,0,
01.09.10,Vaipahu,06m,7,Autres,,0,
01.09.10,Vaipahu,06m,8,Autres,,0,
01.09.10,Vaipahu,06m,9,Pocilloporidae,Dessous,1,
01.09.10,Vaipahu,06m,10,Autres,,0,
01.09.10,Vaipahu,06m,11,Autres,,0,
01.09.10,Vaipahu,06m,12,Autres,,0,
01.09.10,Vaipahu,06m,13,Autres,,0,
01.09.10,Vaipahu,06m,14,Pocilloporidae,Dessus,1,
01.09.10,Vaipahu,06m,15,Autres,,0,
01.09.10,Vaipahu,06m,16,Autres,,0,
01.09.10,Vaipahu,06m,17,Pocilloporidae,Dessus,1,
01.09.10,Vaipahu,06m,18,Autres,,0,
01.09.10,Vaipahu,06m,19,Pocilloporidae,Dessous,1,
01.09.10,Vaipahu,06m,20,Autres,,0,
01.09.10,Vaipahu,12m,21,Autres,,0,
01.09.10,Vaipahu,12m,22,Autres,,0,
01.09.10,Vaipahu,12m,23,Autres,,0,
01.09.10,Vaipahu,12m,24,Autres,,0,
01.09.10,Vaipahu,12m,25,,,,Plaque absente
01.09.10,Vaipahu,12m,26,Autres,,0,
01.09.10,Vaipahu,12m,27,Autres,,0,
01.09.10,Vaipahu,12m,28,Autres,,0,
01.09.10,Vaipahu,12m,29,Pocilloporidae,Dessus,1,
01.09.10,Vaipahu,12m,30,Autres,,0,
01.09.10,Vaipahu,12m,31,Autres,,0,
01.09.10,Vaipahu,12m,32,Autres,,0,
01.09.10,Vaipahu,12m,33,Autres,,0,
01.09.10,Vaipahu,12m,34,Autres,,0,
01.09.10,Vaipahu,12m,35,Autres,,0,
01.09.10,Vaipahu,12m,36,Autres,,0,
01.09.10,Vaipahu,12m,37,Autres,,0,
01.09.10,Vaipahu,12m,38,Autres,,0,
01.09.10,Vaipahu,12m,39,Autres,,0,
01.09.10,Vaipahu,12m,40,Autres,,0,
01.09.10,Vaipahu,18m,41,Autres,,0,
01.09.10,Vaipahu,18m,42,Autres,,0,
01.09.10,Vaipahu,18m,43,Autres,,0,
01.09.10,Vaipahu,18m,44,Autres,,0,
01.09.10,Vaipahu,18m,45,Autres,,0,
01.09.10,Vaipahu,18m,46,Autres,,0,
01.09.10,Vaipahu,18m,47,Pocilloporidae,Dessous,1,
01.09.10,Vaipahu,18m,48,Autres,,0,
01.09.10,Vaipahu,18m,49,Autres,,0,
01.09.10,Vaipahu,18m,50,Autres,,0,
01.09.10,Vaipahu,18m,51,Autres,,0,
01.09.10,Vaipahu,18m,52,Autres,,0,
01.09.10,Vaipahu,18m,53,Autres,,0,
01.09.10,Vaipahu,18m,54,Autres,,0,
01.09.10,Vaipahu,18m,55,Autres,,0,
01.09.10,Vaipahu,18m,56,Autres,,0,
01.09.10,Vaipahu,18m,57,Autres,,0,
01.09.10,Vaipahu,18m,58,Autres,,0,
01.09.10,Vaipahu,18m,59,Autres,,0,
01.09.10,Vaipahu,18m,60,Autres,,0,
01.09.10,Tiahura,06m,61,Autres,,0,
01.09.10,Tiahura,06m,62,Autres,,0,
01.09.10,Tiahura,06m,63,Autres,,0,
01.09.10,Tiahura,06m,64,Autres,,0,
01.09.10,Tiahura,06m,65,Autres,,0,
01.09.10,Tiahura,06m,66,Autres,,0,
01.09.10,Tiahura,06m,67,Autres,,0,
01.09.10,Tiahura,06m,68,Autres,,0,
01.09.10,Tiahura,06m,69,Autres,,0,
01.09.10,Tiahura,06m,70,Autres,,0,
01.09.10,Tiahura,06m,71,Autres,,0,
01.09.10,Tiahura,06m,72,Autres,,0,
01.09.10,Tiahura,06m,73,Autres,,0,
01.09.10,Tiahura,06m,74,Autres,,0,
01.09.10,Tiahura,06m,75,Autres,,0,
01.09.10,Tiahura,06m,76,Autres,,0,
01.09.10,Tiahura,06m,77,Autres,,0,
01.09.10,Tiahura,06m,78,Autres,,0,
01.09.10,Tiahura,06m,79,Pocilloporidae,Dessus,1,
01.09.10,Tiahura,06m,80,Autres,,0,
01.09.10,Tiahura,12m,81,Autres,,0,
01.09.10,Tiahura,12m,82,Autres,,0,
01.09.10,Tiahura,12m,83,Autres,,0,
01.09.10,Tiahura,12m,84,Autres,,0,
01.09.10,Tiahura,12m,85,Autres,,0,
01.09.10,Tiahura,12m,86,Autres,,0,
01.09.10,Tiahura,12m,87,Autres,,0,
01.09.10,Tiahura,12m,88,Autres,,0,
01.09.10,Tiahura,12m,89,Autres,,0,
01.09.10,Tiahura,12m,90,Autres,,0,
01.09.10,Tiahura,12m,91,Poritidae,Dessous,1,
01.09.10,Tiahura,12m,92,Autres,,0,
01.09.10,Tiahura,12m,93,Autres,,0,
01.09.10,Tiahura,12m,94,Autres,,0,
01.09.10,Tiahura,12m,95,Autres,,0,
01.09.10,Tiahura,12m,96,Autres,,0,
01.09.10,Tiahura,12m,97,Autres,,0,
01.09.10,Tiahura,12m,98,Autres,,0,
01.09.10,Tiahura,12m,99,Autres,,0,
01.09.10,Tiahura,12m,100,Acroporidae,Bords,1,
01.09.10,Tiahura,18m,101,Autres,,0,
01.09.10,Tiahura,18m,102,Autres,,0,
01.09.10,Tiahura,18m,103,Autres,,0,
