"site","quadrat","ID","spec_1","ID_1","area_1","spec_2","ID_2","area_2","state","rel_change","dia","comparison"
"HAA","10","21","Pocillopora","21  ",3.79,"Pocillopora","16",26.21,"survived",5.9155672823219,2.19671979882421,"2016_2018"
"HAA","10","22","Pocillopora","22  ",44.41,NA,NA,0,"died",NA,7.51961223612552,"2016_2018"
"HAA","10","23","Pocillopora","23  ",19.49,"Pocillopora","13",95.87,"survived",3.91893278604413,4.98150968350844,"2016_2018"
"HAA","10","24","Pocillopora","24  25  ",60.6,"Pocillopora","22",151.39,"survived",1.49818481848185,8.78398067000098,"2016_2018"
"HAA","10","25","Pocillopora","26  ",84.56,"Pocillopora","20",96.62,"survived",0.142620624408704,10.37618118109,"2016_2018"
"HAA","10","26","Pocillopora","27  ",324.41,NA,NA,0,"died",NA,20.3236719297359,"2016_2018"
"HAA","11","0","Pocillopora","0  ",9.89,NA,NA,0,"died",NA,3.54856859838312,"2016_2018"
"HAA","11","1","Pocillopora","1  ",9.13,"Pocillopora","2",57.62,"survived",5.31106243154436,3.40949806326856,"2016_2018"
"HAA","11","2","Pocillopora","3  ",68.06,NA,NA,0,"died",NA,9.30895716042754,"2016_2018"
"HAA","11","3","Acropora","4  ",8.64,"Acropora","10",5.07,"survived",-0.413194444444444,3.31674383492482,"2016_2018"
"HAA","11","4","Pocillopora","5  ",48.82,"Pocillopora","6",113.33,"survived",1.32138467841049,7.8841330895648,"2016_2018"
"HAA","11","5","Pocillopora","7  ",9.82,NA,NA,0,"died",NA,3.53598816871597,"2016_2018"
"HAA","11","6","Pocillopora","8  ",86.68,"Pocillopora","5",90.3,"survived",0.0417628057221965,10.5054463845019,"2016_2018"
"HAA","11","7","Pocillopora","9  ",148.03,"Pocillopora","7",525.33,"survived",2.54880767412011,13.7287162476011,"2016_2018"
"HAA","11","8","Pocillopora","12  ",62.97,"Pocillopora","8",142.24,"survived",1.25885342226457,8.95409929205463,"2016_2018"
"HAA","11","9","Pocillopora","13  ",13.05,NA,NA,0,"died",NA,4.07624533839585,"2016_2018"
"HAA","11","10","Pocillopora","14  ",126.3,"Pocillopora","11",185.09,"survived",0.46547901821061,12.681094373123,"2016_2018"
"HAA","11","11","Pocillopora","15  ",2.38,"Pocillopora","3",28.28,"survived",10.8823529411765,1.7407785949022,"2016_2018"
"HAA","11","12","Pocillopora","16  ",4.8,"Pocillopora","0",18.95,"survived",2.94791666666667,2.47215489294841,"2016_2018"
"HAA","11","13","Pocillopora","17  ",27.37,"Pocillopora","13",36.8,"survived",0.34453781512605,5.90326742909394,"2016_2018"
"HAA","11","14","Pocillopora","18  ",173.79,"Pocillopora","12",315.34,"survived",0.814488750791185,14.8753588353197,"2016_2018"
"HAA","11","15","Pocillopora","19  ",53.2,"Pocillopora","16",77.42,"survived",0.455263157894737,8.23020921847742,"2016_2018"
"HAA","11","16","Pocillopora","20  ",8.48,NA,NA,0,"died",NA,3.28588973329206,"2016_2018"
"HAA","11","17","Pocillopora","21  ",26.79,"Pocillopora","14",54.86,"survived",1.04777902202314,5.8403841828646,"2016_2018"
"HAA","11","18","Pocillopora","22  ",15.61,NA,NA,0,"died",NA,4.45816882736801,"2016_2018"
"HAA","11","19","Pocillopora","23  ",5.12,NA,NA,0,"died",NA,2.55323059456917,"2016_2018"
"HAA","11","20","Pocillopora","24  ",30.53,"Pocillopora","17",54.42,"survived",0.782509007533574,6.23474163865388,"2016_2018"
"HAA","11","21","Pocillopora","25  ",289.62,"Pocillopora","18",700.34,"survived",1.41813410676058,19.203011142688,"2016_2018"
"HAA","11","22","Pocillopora","26  ",11.61,NA,NA,0,"died",NA,3.84477712154752,"2016_2018"
"HAA","11","23","Pocillopora","27  ",9.16,NA,NA,0,"died",NA,3.41509505428093,"2016_2018"
"HAA","11","24","Pocillopora","28  ",3.21,NA,NA,0,"died",NA,2.02165747311454,"2016_2018"
"HAA","11","25","Pocillopora","29  ",142.22,"Pocillopora","24",201.02,"survived",0.413443960061876,13.4566016531751,"2016_2018"
"HAA","11","26","Pocillopora","30  ",28.58,"Pocillopora","25",60.37,"survived",1.11231630510847,6.03234499913018,"2016_2018"
"HAA","11","27","Pocillopora","31  32  ",647.09,"Pocillopora","23",1107.45,"survived",0.71143117649786,28.7036683544574,"2016_2018"
"HAA","11","28","Pocillopora","33  ",128.24,NA,NA,0,"died",NA,12.7781156363854,"2016_2018"
"HAA","11","29","Pocillopora","34  ",457.99,"Pocillopora","22",304.46,"survived",-0.335225659948907,24.1481050828685,"2016_2018"
"HAA","11","30","Acropora","35  ",99.86,"Acropora","20",165.11,"survived",0.65341478069297,11.2758902503196,"2016_2018"
"HAA","11","31","Acropora","36  ",14.52,NA,NA,0,"died",NA,4.2997021047457,"2016_2018"
"HAA","11","32","Pocillopora","37  ",6.98,NA,NA,0,"died",NA,2.98114273765136,"2016_2018"
"HAA","11","33","Pocillopora","38  ",5.06,"Pocillopora","15",13.83,"survived",1.73320158102767,2.53822617123847,"2016_2018"
"HAA","11","34","Pocillopora","39  ",8.95,"Pocillopora","1",17.07,"survived",0.907262569832402,3.3757212452126,"2016_2018"
"HAA","12","0","Pocillopora","0",5.16,NA,NA,0,"died",NA,2.56318474769835,"2016_2018"
"HAA","12","1","Pocillopora","1",4.76,NA,NA,0,"died",NA,2.46183269799947,"2016_2018"
"HAA","12","2","Pocillopora","2",48.96,"Pocillopora","1",142.22,"survived",1.90482026143791,7.89542957097545,"2016_2018"
"HAA","12","3","Pocillopora","3",18.52,"Pocillopora","2",25.93,"survived",0.400107991360691,4.85596502957911,"2016_2018"
"HAA","12","4","Pocillopora","4",10.68,NA,NA,0,"died",NA,3.68757350269409,"2016_2018"
"HAA","12","5","Pocillopora","5",296.74,"Pocillopora","3",286.39,"survived",-0.0348790186695424,19.4376208036043,"2016_2018"
"HAA","12","6","Pocillopora","6",28.84,"Pocillopora","4",82.05,"survived",1.84500693481276,6.05972181458539,"2016_2018"
"HAA","12","7","Pocillopora","7",16.6,"Pocillopora","5",31.71,"survived",0.910240963855422,4.5973662506487,"2016_2018"
"HAA","12","8","Pocillopora","8",29.3,NA,NA,0,"died",NA,6.10785712510863,"2016_2018"
"HAA","12","9","Pocillopora","9",4.37,NA,NA,0,"died",NA,2.35882530308895,"2016_2018"
"HAA","12","10","Pocillopora","10",10.91,"Pocillopora","6",22.17,"survived",1.032080659945,3.72706901372387,"2016_2018"
"HAA","12","11","Pocillopora","11",31.83,"Pocillopora","7",40.2,"survived",0.262959472196042,6.36609886107027,"2016_2018"
"HAA","12","12","Pocillopora","12",5.29,NA,NA,0,"died",NA,2.59527208431968,"2016_2018"
"HAA","12","13","Acropora","13",126.43,"Acropora","10",420.77,"survived",2.32808668828601,12.6876189902151,"2016_2018"
"HAA","12","14","Pocillopora","14",87.83,NA,NA,0,"died",NA,10.574905636179,"2016_2018"
"HAA","12","15","Acropora","15",39.3,"Acropora","11",258.2,"survived",5.56997455470738,7.07377650962284,"2016_2018"
"HAA","12","16","Pocillopora","16",233.8,"Pocillopora","14",275.91,"survived",0.18011120615911,17.2535041530433,"2016_2018"
"HAA","12","17","Pocillopora","17",1.72,"Pocillopora","17",15.05,"survived",7.75,1.47985540406638,"2016_2018"
"HAA","12","18","Pocillopora","18",5.3,NA,NA,0,"died",NA,2.59772392434153,"2016_2018"
"HAA","12","19","Acropora","19",8.35,"Acropora","15",28.99,"survived",2.47185628742515,3.26060580238375,"2016_2018"
"HAA","12","20","Pocillopora","20",9.11,NA,NA,0,"died",NA,3.40576162591238,"2016_2018"
"HAA","12","21","Pocillopora","21",32.47,"Pocillopora","16",130.52,"survived",3.01971050200185,6.42978133512725,"2016_2018"
"HAA","12","22","Pocillopora","22",14.08,"Pocillopora","18",34.26,"survived",1.43323863636364,4.23405394272098,"2016_2018"
"HAA","12","23","Pocillopora","23",17.6,"Pocillopora","19",70.18,"survived",2.9875,4.73381621816256,"2016_2018"
"HAA","12","24","Pocillopora","24",42.97,NA,NA,0,"died",NA,7.39669542682879,"2016_2018"
"HAA","12","25","Pocillopora","25",12.19,NA,NA,0,"died",NA,3.93964339126292,"2016_2018"
"HAA","12","26","Pocillopora","26",3.79,NA,NA,0,"died",NA,2.19671979882421,"2016_2018"
"HAA","12","27","Pocillopora","27",4.66,NA,NA,0,"died",NA,2.43583584801313,"2016_2018"
"HAA","12","28","Pocillopora","28",10.9,"Pocillopora","20",19.51,"survived",0.789908256880734,3.72536052451481,"2016_2018"
"HAA","13","0","Acropora","0  ",15.44,"Acropora","3  ",111.76,"survived",6.23834196891192,4.43382662840023,"2016_2018"
"HAA","13","1","Pocillopora","1  ",5.38,NA,"",0,"died",NA,2.61725595818888,"2016_2018"
"HAA","13","2","Pocillopora","2  ",6.28,"Pocillopora","4  ",36.73,"survived",4.84872611464968,2.82771008785144,"2016_2018"
"HAA","13","3","Pocillopora","3  ",1.95,NA,"",0,"died",NA,1.57569575497098,"2016_2018"
"HAA","13","4","Pocillopora","4  ",44.17,"Pocillopora","5  ",85.37,"survived",0.932759791713833,7.4992660101474,"2016_2018"
"HAA","13","5","Pocillopora","6  ",28.39,NA,"",0,"died",NA,6.01226003055683,"2016_2018"
"HAA","13","6","Pocillopora","7  ",2.65,NA,"",0,"died",NA,1.83686820255243,"2016_2018"
"HAA","13","7","Pocillopora","8  ",3.83,NA,"",0,"died",NA,2.20828156183392,"2016_2018"
"HAA","13","8","Pocillopora","9  ",10.29,NA,"",0,"died",NA,3.61961806207849,"2016_2018"
"HAA","13","9","Pocillopora","10  ",13.49,"Pocillopora","9  ",19.65,"survived",0.456634544106746,4.14439397964013,"2016_2018"
"HAA","13","10","Pocillopora","11  ",158.14,"Pocillopora","8  ",515.56,"survived",2.26014923485519,14.1897886384688,"2016_2018"
"HAA","13","11","Pocillopora","12  ",149.61,"Pocillopora","7  ",312.04,"survived",1.08568945926074,13.8017885901729,"2016_2018"
"HAA","13","12","Pocillopora","13  ",18.09,"Pocillopora","10  ",41.11,"survived",1.27252625760088,4.79926071017809,"2016_2018"
"HAA","13","13","Pocillopora","14  ",10.12,NA,"",0,"died",NA,3.58959387573578,"2016_2018"
"HAA","13","14","Pocillopora","15  ",147.69,"Pocillopora","16  ",242.56,"survived",0.642358995192633,13.7129409085701,"2016_2018"
"HAA","13","15","Pocillopora","16  ",2.8,NA,"",0,"died",NA,1.88813948776526,"2016_2018"
"HAA","13","16","Pocillopora","17  ",156.34,"Pocillopora","15  ",196.2,"survived",0.254957144684662,14.1088011689121,"2016_2018"
"HAA","13","17","Pocillopora","18  ",63.19,NA,"",0,"died",NA,8.9697272440033,"2016_2018"
"HAA","13","18","Pocillopora","19  ",110.96,NA,"",0,"died",NA,11.8860699932237,"2016_2018"
"HAA","13","19","Pocillopora","20  ",7.9,"Pocillopora","17  ",35.5,"survived",3.49367088607595,3.17152840179743,"2016_2018"
"HAA","13","20","Pocillopora","21  ",5.68,NA,"",0,"died",NA,2.68923792441199,"2016_2018"
"HAA","13","21","Pocillopora","22  ",11.73,NA,"",0,"died",NA,3.86459569162719,"2016_2018"
"HAA","13","22","Pocillopora","23  24  ",122.61,"Pocillopora","11  ",121.14,"survived",-0.0119892341570834,12.4944748020867,"2016_2018"
"HAA","13","23","Pocillopora","25  ",42.59,"Pocillopora","19  ",122.04,"survived",1.86546137590984,7.36391690680107,"2016_2018"
"HAA","13","24","Pocillopora","26  ",96.56,"Pocillopora","18  ",137.7,"survived",0.426056338028169,11.0880120147675,"2016_2018"
"HAA","13","25","Pocillopora","29  ",8.5,NA,"",0,"died",NA,3.28976232123977,"2016_2018"
"HAA","14","0","Pocillopora","0  ",4.13,"Pocillopora","2",23.52,"survived",4.69491525423729,2.29313744022381,"2016_2018"
"HAA","14","1","Pocillopora","1  ",18.06,"Pocillopora","1",62.75,"survived",2.47452934662237,4.79527957244591,"2016_2018"
"HAA","14","2","Pocillopora","2  ",112.67,"Pocillopora","8",253.78,"survived",1.252418567498,11.9773076901827,"2016_2018"
"HAA","14","3","Pocillopora","3  ",1.45,NA,NA,0,"died",NA,1.35874844613195,"2016_2018"
"HAA","14","4","Pocillopora","4  ",50.62,"Pocillopora","11",77.5,"survived",0.531015408929277,8.02816204087174,"2016_2018"
"HAA","14","5","Pocillopora","5  ",29.22,"Pocillopora","13",73.02,"survived",1.49897330595483,6.09951305410206,"2016_2018"
"HAA","14","6","Pocillopora","6  ",81.68,"Pocillopora","14",163.31,"survived",0.999387855044074,10.1979510694045,"2016_2018"
"HAA","14","7","Pocillopora","7  ",61.91,NA,NA,0,"died",NA,8.87841541124056,"2016_2018"
"HAA","14","8","Pocillopora","8  ",40.36,"Pocillopora","15",84.82,"survived",1.101585728444,7.16853876501419,"2016_2018"
"HAA","14","9","Pocillopora","9  ",29.47,"Pocillopora","16",73.01,"survived",1.47743467933492,6.1255505371636,"2016_2018"
"HAA","14","10","Pocillopora","10  12  ",343.16,"Pocillopora","22",791.33,"survived",1.30600885884136,20.9027481966204,"2016_2018"
"HAA","14","11","Pocillopora","11  ",9.04,"Pocillopora","23",7.79,"survived",-0.138274336283186,3.39265168922568,"2016_2018"
"HAA","14","12","Pocillopora","13  ",9.7,NA,NA,0,"died",NA,3.51431694414876,"2016_2018"
"HAA","14","13","Pocillopora","14  ",18.33,NA,NA,0,"died",NA,4.83099170512593,"2016_2018"
"HAA","14","14","Pocillopora","15  ",22.56,"Pocillopora","17",46.47,"survived",1.05984042553191,5.35950409359161,"2016_2018"
"HAA","14","15","Pocillopora","16  ",22.62,NA,NA,0,"died",NA,5.36662636131018,"2016_2018"
"HAA","14","16","Pocillopora","17  ",329.97,NA,NA,0,"died",NA,20.4970937592689,"2016_2018"
"HAA","14","17","Pocillopora","18  ",4.3,NA,NA,0,"died",NA,2.33985684227929,"2016_2018"
"HAA","14","18","Pocillopora","19  ",6.19,"Pocillopora","24",12.89,"survived",1.08239095315024,2.80737471348423,"2016_2018"
"HAA","14","19","Pocillopora","20  ",1.42,NA,NA,0,"died",NA,1.344618962206,"2016_2018"
"HAA","14","20","Pocillopora","21  ",4.1,"Pocillopora","9",10.17,"survived",1.48048780487805,2.28479367414525,"2016_2018"
"HAA","14","21","Pocillopora","22  ",3.73,"Pocillopora","10",23.25,"survived",5.23324396782842,2.17926214620044,"2016_2018"
"HAA","14","22","Pocillopora","23  ",2.01,"Pocillopora","25",51.93,"survived",24.8358208955224,1.59975357005936,"2016_2018"
"HAA","15","0","Pocillopora","0  ",2.53,"Pocillopora","2  ",10.52,"survived",3.15810276679842,1.79479693786789,"2016_2018"
"HAA","15","1","Pocillopora","1  ",4.1,NA,"",0,"died",NA,2.28479367414525,"2016_2018"
"HAA","15","2","Pocillopora","2  ",88.66,"Pocillopora","1  ",235.43,"survived",1.65542521994135,10.6247549635848,"2016_2018"
"HAA","15","3","Pocillopora","3  ",8.51,"Pocillopora","4  ",50.1,"survived",4.88719153936545,3.29169690671791,"2016_2018"
"HAA","15","4","Pocillopora","4  ",5.57,"Pocillopora","7  ",69.61,"survived",11.4973070017953,2.6630704579817,"2016_2018"
"HAA","15","5","Pocillopora","5  ",33.58,"Pocillopora","5  ",101.52,"survived",2.02322811197141,6.53876012040561,"2016_2018"
"HAA","15","6","Pocillopora","6  ",1.8,"Pocillopora","6  ",20.21,"survived",10.2277777777778,1.5138795132121,"2016_2018"
"HAA","15","7","Pocillopora","7  ",19.69,NA,"",0,"died",NA,5.00700375832047,"2016_2018"
"HAA","15","8","Pocillopora","8  ",8.62,"Pocillopora","8  ",42.58,"survived",3.93967517401392,3.31290278692525,"2016_2018"
"HAA","15","9","Pocillopora","9  30  ",7.76,"Pocillopora","9  11  ",29.55,"survived",2.80798969072165,3.14330063263838,"2016_2018"
"HAA","15","10","Pocillopora","10  ",67.92,"Pocillopora","12  ",137.39,"survived",1.02282096584217,9.29937792964735,"2016_2018"
"HAA","15","11","Pocillopora","11  12  ",74.63,"Pocillopora","13  14  ",126.2,"survived",0.69100897762294,9.747916045165,"2016_2018"
"HAA","15","12","Acropora","13  ",45.78,"Acropora","16  ",223.91,"survived",3.891000436872,7.63471717603054,"2016_2018"
"HAA","15","13","Acropora","14  ",6.93,"Acropora","17  ",51.53,"survived",6.43578643578644,2.97044610202149,"2016_2018"
"HAA","15","14","Pocillopora","15  ",4.35,"Pocillopora","25  ",28.03,"survived",5.44367816091954,2.3534213434058,"2016_2018"
"HAA","15","15","Pocillopora","16  ",16.9,"Pocillopora","27  ",60.39,"survived",2.57337278106509,4.6387227019972,"2016_2018"
"HAA","15","16","Pocillopora","17  ",2.32,"Pocillopora","26  ",7.03,"survived",2.0301724137931,1.71869594279662,"2016_2018"
"HAA","15","17","Pocillopora","18  20  ",115.56,"Pocillopora","29  ",288.56,"survived",1.49705780546902,12.1299448386872,"2016_2018"
"HAA","15","18","Pocillopora","19  ",33.66,"Pocillopora","28  ",58.59,"survived",0.740641711229947,6.54654436140057,"2016_2018"
"HAA","15","19","Pocillopora","21  ",3.22,"Pocillopora","18  ",12.04,"survived",2.73913043478261,2.02480402361493,"2016_2018"
"HAA","15","20","Pocillopora","23  ",4.44,"Pocillopora","10  ",12.25,"survived",1.75900900900901,2.37764244129014,"2016_2018"
"HAA","15","21","Pocillopora","24  ",1.15,NA,"",0,"died",NA,1.21005184865998,"2016_2018"
"HAA","15","22","Pocillopora","25  ",2.73,NA,"",0,"died",NA,1.86438836005994,"2016_2018"
"HAA","15","23","Pocillopora","26  ",1.93,"Pocillopora","19  ",11.52,"survived",4.96891191709845,1.56759443777364,"2016_2018"
"HAA","15","24","Pocillopora","27  ",1.4,"Pocillopora","15  ",12.73,"survived",8.09285714285714,1.33511623562491,"2016_2018"
"HAA","15","25","Pocillopora","28  ",2.11,"Pocillopora","30  ",25.67,"survived",11.1658767772512,1.63906541644658,"2016_2018"
"HAA","15","26","Pocillopora","29  ",0.92,"Pocillopora","31  ",16.48,"survived",16.9130434782609,1.0823032759612,"2016_2018"
"HAA","16","0","Pocillopora","0  ",8.16,"Pocillopora","2",44.94,"survived",4.50735294117647,3.22329562482856,"2016_2018"
"HAA","16","1","Pocillopora","1  ",2.33,NA,NA,0,"died",NA,1.72239604598737,"2016_2018"
"HAA","16","2","Pocillopora","2  ",12.79,"Pocillopora","3",118.76,"survived",8.28537920250196,4.03543476928605,"2016_2018"
"HAA","16","3","Pocillopora","3  ",53.83,"Pocillopora","8",134.39,"survived",1.49656325469069,8.27879729750003,"2016_2018"
"HAA","16","4","Pocillopora","4  ",8.37,"Pocillopora","6",53.45,"survived",5.38590203106332,3.26450838403477,"2016_2018"
"HAA","16","5","Pocillopora","5  ",3.89,"Pocillopora","5",8.73,"survived",1.24421593830334,2.22551158815671,"2016_2018"
"HAA","16","6","Pocillopora","6  ",3.31,"Pocillopora","7",26.54,"survived",7.01812688821752,2.05290596303713,"2016_2018"
"HAA","16","7","Pocillopora","7  ",16.37,"Pocillopora","27",60.3,"survived",2.68356750152718,4.56540593455988,"2016_2018"
"HAA","16","8","Pocillopora","8  ",0.33,"Pocillopora","25",4.84,"survived",13.6666666666667,0.648204481442857,"2016_2018"
"HAA","16","9","Pocillopora","10  ",5.6,"Pocillopora","4",23.05,"survived",3.11607142857143,2.67023247124982,"2016_2018"
"HAA","16","10","Pocillopora","11  27  ",52,"Pocillopora","12",160.44,"survived",2.08538461538462,8.13685789025644,"2016_2018"
"HAA","16","11","Pocillopora","12  ",98.55,"Pocillopora","13",245.16,"survived",1.48767123287671,11.2016854595034,"2016_2018"
"HAA","16","12","Pocillopora","13  ",16.76,"Pocillopora","9",21.85,"survived",0.303699284009546,4.61946910042283,"2016_2018"
"HAA","16","13","Pocillopora","14  ",41.73,"Pocillopora","10",76.77,"survived",0.839683680805176,7.28918968073944,"2016_2018"
"HAA","16","14","Pocillopora","15  ",3.14,NA,NA,0,"died",NA,1.99949297834936,"2016_2018"
"HAA","16","15","Pocillopora","16  ",13.64,"Pocillopora","14",41.25,"survived",2.0241935483871,4.16737176049697,"2016_2018"
"HAA","16","16","Pocillopora","18  ",65.33,"Pocillopora","15",135.57,"survived",1.07515689575999,9.12034755135725,"2016_2018"
"HAA","16","17","Pocillopora","19  ",13.14,NA,NA,0,"died",NA,4.09027720549843,"2016_2018"
"HAA","16","18","Pocillopora","20  ",75.09,"Pocillopora","16",103.24,"survived",0.374883473165535,9.77791171028678,"2016_2018"
"HAA","16","19","Pocillopora","21  ",9.35,NA,NA,0,"died",NA,3.45033183089305,"2016_2018"
"HAA","16","20","Pocillopora","22  ",20.11,"Pocillopora","18",83.63,"survived",3.15862754848334,5.06012324401532,"2016_2018"
"HAA","16","21","Pocillopora","23  ",32.41,"Pocillopora","20",91.52,"survived",1.82381980870102,6.42383792174636,"2016_2018"
"HAA","16","22","Pocillopora","24  ",30.93,"Pocillopora","23",87.85,"survived",1.84028451341739,6.2754521047219,"2016_2018"
"HAA","16","23","Pocillopora","25  ",49.18,"Pocillopora","24",244.4,"survived",3.96949979666531,7.91314860280504,"2016_2018"
"HAA","16","24","Pocillopora","26  ",7.2,"Pocillopora","22",33.47,"survived",3.64861111111111,3.02775902642419,"2016_2018"
"HAA","16","25","Pocillopora","28  ",2.34,"Pocillopora","21",17.74,"survived",6.58119658119658,1.72608821752548,"2016_2018"
"HAA","17","0","Pocillopora","0",14.43,NA,"",0,"died",NA,4.28635586839548,"2016_2018"
"HAA","17","1","Pocillopora","1",96.02,"Pocillopora","7  ",160.32,"survived",0.669652155800875,11.0569643702723,"2016_2018"
"HAA","17","2","Pocillopora","2",13.98,"Pocillopora","0  ",55.93,"survived",3.00071530758226,4.21899144765637,"2016_2018"
"HAA","17","3","Pocillopora","3",2.9,NA,"",0,"died",NA,1.92156048037317,"2016_2018"
"HAA","17","4","Pocillopora","4",18.07,"Pocillopora","2  ",25.67,"survived",0.420586607636967,4.79660698550177,"2016_2018"
"HAA","17","5","Pocillopora","5",28.92,NA,"",0,"died",NA,6.06812060144992,"2016_2018"
"HAA","17","6","Pocillopora","6",68.65,"Pocillopora","1  3  ",124.02,"survived",0.806554989075018,9.34921893775458,"2016_2018"
"HAA","17","7","Pocillopora","7",5.56,"Pocillopora","8  ",30.53,"survived",4.4910071942446,2.66067883607314,"2016_2018"
"HAA","17","8","Pocillopora","8",115.92,"Pocillopora","10  ",218.57,"survived",0.885524499654934,12.1488241416896,"2016_2018"
"HAA","17","9","Pocillopora","9",7.51,"Pocillopora","11  ",2.22,"survived",-0.70439414114514,3.09225305901071,"2016_2018"
"HAA","17","10","Pocillopora","10",57.54,"Pocillopora","12  ",39.75,"survived",-0.309176225234619,8.55933428509842,"2016_2018"
"HAA","17","11","Pocillopora","11",20.27,"Pocillopora","13  ",76.18,"survived",2.75826344351258,5.08021314235749,"2016_2018"
"HAA","17","12","Pocillopora","12",3.64,"Pocillopora","18  ",8.18,"survived",1.24725274725275,2.15281024310922,"2016_2018"
"HAA","17","13","Pocillopora","13",7.17,"Pocillopora","19  ",33.37,"survived",3.65411436541144,3.02144461073691,"2016_2018"
"HAA","17","14","Pocillopora","14",53.73,"Pocillopora","20  ",138.67,"survived",1.58086729946026,8.27110396129926,"2016_2018"
"HAA","17","15","Pocillopora","15",7.41,"Pocillopora","17  ",22.14,"survived",1.98785425101215,3.07159649473813,"2016_2018"
"HAA","17","16","Pocillopora","16",4.6,"Pocillopora","24  ",20.68,"survived",3.49565217391304,2.42010369731996,"2016_2018"
"HAA","17","17","Pocillopora","17",5.03,"Pocillopora","25  ",15.91,"survived",2.16302186878728,2.53069059942496,"2016_2018"
"HAA","17","18","Pocillopora","18",2,"Pocillopora","14  ",23.01,"survived",10.505,1.59576912160573,"2016_2018"
"HAA","17","19","Pocillopora","19",0.96,NA,"",0,"died",NA,1.10558127830827,"2016_2018"
"HAA","17","20","Pocillopora","20",2.55,NA,"",0,"died",NA,1.80187703217358,"2016_2018"
"HAA","17","21","Pocillopora","21",2.7,"Pocillopora","6  ",10.09,"survived",2.73703703703704,1.85411616971131,"2016_2018"
"HAA","17","22","Pocillopora","22",4.9,"Pocillopora","9  ",33.88,"survived",5.91428571428571,2.49777376261388,"2016_2018"
"HAA","17","23","Pocillopora","23",5.6,"Pocillopora","22  ",29.3,"survived",4.23214285714286,2.67023247124982,"2016_2018"
"HAA","18","0","Pocillopora","0  ",71.34,"Pocillopora","0  ",132.37,"survived",0.855480796187272,9.53063004850186,"2016_2018"
"HAA","18","1","Pocillopora","1  ",181.63,"Pocillopora","1  ",464.04,"survived",1.55486428453449,15.207185752474,"2016_2018"
"HAA","18","2","Pocillopora","2  ",5.63,NA,"",0,"died",NA,2.67737532610932,"2016_2018"
"HAA","18","3","Pocillopora","3  ",55.26,"Pocillopora","2  ",32.61,"survived",-0.409880564603692,8.38804013116682,"2016_2018"
"HAA","18","4","Pocillopora","4  ",7.28,NA,"",0,"died",NA,3.04453344302078,"2016_2018"
"HAA","18","5","Pocillopora","5  ",290.76,"Pocillopora","4  5  ",401.63,"survived",0.381311046911542,19.2407673970452,"2016_2018"
"HAA","18","6","Pocillopora","6  ",37.35,"Pocillopora","9  ",11.62,"survived",-0.688888888888889,6.89604937597305,"2016_2018"
"HAA","18","7","Pocillopora","7  ",74.89,"Pocillopora","10  ",277.84,"survived",2.70997462945654,9.76488143835942,"2016_2018"
"HAA","18","8","Pocillopora","8  ",268.16,"Pocillopora","8  ",472.4,"survived",0.761634844868735,18.4778764016913,"2016_2018"
"HAA","18","9","Pocillopora","9  ",31.52,"Pocillopora","12  ",87.11,"survived",1.7636421319797,6.33502252956154,"2016_2018"
"HAA","18","10","Pocillopora","10  ",51.15,"Pocillopora","11  ",86.22,"survived",0.685630498533724,8.07008071292993,"2016_2018"
"HAA","18","11","Pocillopora","11  ",5.12,NA,"",0,"died",NA,2.55323059456917,"2016_2018"
"HAA","18","12","Pocillopora","12  ",36.36,NA,"",0,"died",NA,6.80404216966433,"2016_2018"
"HAA","18","13","Acropora","13  ",377.67,"Acropora","6  ",784.87,"survived",1.07818995419281,21.9286200856353,"2016_2018"
"HAA","18","14","Pocillopora","14  ",25.45,"Pocillopora","17  ",52.56,"survived",1.06522593320236,5.69244643483888,"2016_2018"
"HAA","18","15","Pocillopora","15  ",138.26,"Pocillopora","13  ",286.94,"survived",1.07536525386952,13.267935010961,"2016_2018"
"HAA","18","16","Pocillopora","16  ",149.27,"Pocillopora","18  ",434.82,"survived",1.91297648556307,13.7860968675916,"2016_2018"
"HAA","18","17","Pocillopora","17  18  ",193.24,"Pocillopora","21  ",334.71,"survived",0.732094804388325,15.6856880507239,"2016_2018"
"HAA","18","18","Pocillopora","19  ",100.86,"Pocillopora","15  16  ",236.92,"survived",1.34899861193734,11.3322081026598,"2016_2018"
"HAA","18","19","Pocillopora","20  ",11.97,"Pocillopora","7  ",41.58,"survived",2.47368421052632,3.90393101251545,"2016_2018"
"HAA","18","20","Pocillopora","21  ",91.37,"Pocillopora","14  ",170.19,"survived",0.862646382839006,10.7859119782451,"2016_2018"
"HAA","18","21","Pocillopora","22  ",13.99,"Pocillopora","22  ",43.76,"survived",2.12794853466762,4.22050011620008,"2016_2018"
"HAA","18","22","Pocillopora","23  ",58.23,"Pocillopora","23  ",107.23,"survived",0.841490640563284,8.61050165146773,"2016_2018"
"HAA","18","23","Pocillopora","24  ",2.39,"Pocillopora","3  ",30.54,"survived",11.7782426778243,1.7444318593505,"2016_2018"
"HAA","18","24","Pocillopora","25  ",3.84,"Pocillopora","20  ",10.06,"survived",1.61979166666667,2.21116255661655,"2016_2018"
"HAA","19","0","Pocillopora","0  ",51.07,"Pocillopora","11  ",84.93,"survived",0.663011552770707,8.06376732982945,"2016_2018"
"HAA","19","1","Pocillopora","1  ",2.54,"Pocillopora","8  ",35.94,"survived",13.1496062992126,1.79834046932924,"2016_2018"
