"genet_ID","spec_1","ID_1","area_1","spec_2","ID_2","area_2","state","rel_change","comparison","site"
"HAA_09_9","Pocillopora","12  ",96.65,"Pocillopora","10",153.72,"grew",0.59048111743404,"2016_2018","HAA"
"HAA_09_10","Pocillopora","13  ",137.94,"Pocillopora","12",261.44,"grew",0.895316804407714,"2016_2018","HAA"
"HAA_09_11","Pocillopora","14  ",80.76,"Pocillopora","6",142.49,"grew",0.764363546310054,"2016_2018","HAA"
"HAA_09_12","Pocillopora","15  ",4.85,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_13","Pocillopora","16  ",48.71,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_14","Pocillopora","17  ",21.83,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_15","Pocillopora","18  ",29.99,"Pocillopora","8",211.57,"grew",6.05468489496499,"2016_2018","HAA"
"HAA_09_16","Pocillopora","20  ",19.32,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_17","Pocillopora","21  ",32.55,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_18","Pocillopora","22  ",24.05,"Pocillopora","16",80.02,"grew",2.32723492723493,"2016_2018","HAA"
"HAA_09_19","Pocillopora","23  ",13.72,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_20","Pocillopora","24  ",7.16,"Pocillopora","21",58.67,"grew",7.19413407821229,"2016_2018","HAA"
"HAA_09_21","Pocillopora","25  ",27.5,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_22","Pocillopora","26  ",124,"Pocillopora","17",224.28,"grew",0.808709677419355,"2016_2018","HAA"
"HAA_09_23","Pocillopora","27  ",3.89,"Pocillopora","22",21.83,"grew",4.61182519280206,"2016_2018","HAA"
"HAA_09_24","Pocillopora","28  ",3.8,NA,NA,0,"died",NA,"2016_2018","HAA"
"HAA_09_25","Pocillopora","29  ",2.58,NA,NA,0,"died",NA,"2016_2018","HAA"
